trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,header.started,plus.started,minus.started,win_lose.started,plus.numClicks,plus.timesOn,plus.timesOff,minus.numClicks,minus.timesOn,minus.timesOff,green.response,red.response,participant,session,date,expName,psychopyVersion,frameRate,
12,0,12,0,8.826603999999861,8.826603999999861,8.826603999999861,8.826603999999861,7,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.29587249999894993]",6,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
13,0,13,0,9.140336699998443,9.140336699998443,9.140336699998443,9.140336699998443,8,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.34401620000062394]",6,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
14,0,14,0,9.49850139999944,9.49850139999944,9.49850139999944,9.49850139999944,9,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.26291350000064995]",6,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
15,0,15,0,9.780049599999984,9.780049599999984,9.780049599999984,9.780049599999984,10,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.2119364999998652]",6,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
16,0,16,0,10.003734999998414,10.003734999998414,10.003734999998414,10.003734999998414,11,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.18645289999949455]",6,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
17,0,17,0,10.204802699998254,10.204802699998254,10.204802699998254,10.204802699998254,11,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459]",7,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.2935139999990497]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
18,0,18,0,10.514549299999999,10.514549299999999,10.514549299999999,10.514549299999999,11,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459]",8,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.21030439999958617]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
19,0,19,0,10.73839599999883,10.73839599999883,10.73839599999883,10.73839599999883,11,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459]",9,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.16104989999985264]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
20,0,20,0,10.914210099999764,10.914210099999764,10.914210099999764,10.914210099999764,11,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459]",10,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.13594229999944218]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
21,0,21,0,11.065986599998723,11.065986599998723,11.065986599998723,11.065986599998723,12,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.3214604999993753]",10,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
22,0,22,0,11.403724699999657,11.403724699999657,11.403724699999657,11.403724699999657,13,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116, 0.18830500000149186]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.056902800000898424, 0.18830789999992703]",10,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
23,0,23,0,11.603744399999414,11.603744399999414,11.603744399999414,11.603744399999414,14,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116, 0.18830500000149186, 0.16019989999949757]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.056902800000898424, 0.02615679999871645, 0.16020269999899028]",10,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
24,0,24,0,11.778573899999174,11.778573899999174,11.778573899999174,11.778573899999174,15,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116, 0.18830500000149186, 0.16019989999949757, 0.15765660000033677]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.056902800000898424, 0.02615679999871645, 0.02619349999986298, 0.15765949999877193]",10,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
25,0,25,0,11.950749099998575,11.950749099998575,11.950749099998575,11.950749099998575,15,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116, 0.18830500000149186, 0.16019989999949757, 0.15765660000033677]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.056902800000898424, 0.02615679999871645, 0.02619349999986298, 0.026086300000315532]",11,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803, 0.2654204000009486]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702, 0.2654234000001452]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
26,0,26,0,12.231098699998256,12.231098699998256,12.231098699998256,12.231098699998256,15,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116, 0.18830500000149186, 0.16019989999949757, 0.15765660000033677]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.056902800000898424, 0.02615679999871645, 0.02619349999986298, 0.026086300000315532]",12,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803, 0.2654204000009486, 0.20943809999880614]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702, 0.05365689999962342, 0.20944109999982174]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
27,0,27,0,12.45523460000004,12.45523460000004,12.45523460000004,12.45523460000004,16,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116, 0.18830500000149186, 0.16019989999949757, 0.15765660000033677, 0.2898672000010265]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.056902800000898424, 0.02615679999871645, 0.02619349999986298, 0.026086300000315532, 0.28987010000128066]",12,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803, 0.2654204000009486, 0.20943809999880614]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702, 0.05365689999962342, 0.0260164999999688]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
28,0,28,0,12.760285599999406,12.760285599999406,12.760285599999406,12.760285599999406,16,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116, 0.18830500000149186, 0.16019989999949757, 0.15765660000033677, 0.2898672000010265]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.056902800000898424, 0.02615679999871645, 0.02619349999986298, 0.026086300000315532, 0.0537542999991274]",13,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803, 0.2654204000009486, 0.20943809999880614, 0.237494400000287]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702, 0.05365689999962342, 0.0260164999999688, 0.23749730000054114]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
29,0,29,0,13.013179899999159,13.013179899999159,13.013179899999159,13.013179899999159,17,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116, 0.18830500000149186, 0.16019989999949757, 0.15765660000033677, 0.2898672000010265, 0.21457609999924898]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.056902800000898424, 0.02615679999871645, 0.02619349999986298, 0.026086300000315532, 0.0537542999991274, 0.2145792999999685]",13,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803, 0.2654204000009486, 0.20943809999880614, 0.237494400000287]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702, 0.05365689999962342, 0.0260164999999688, 0.026431899999806774]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
30,0,30,0,13.242344099999173,13.242344099999173,13.242344099999173,13.242344099999173,17,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116, 0.18830500000149186, 0.16019989999949757, 0.15765660000033677, 0.2898672000010265, 0.21457609999924898]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.056902800000898424, 0.02615679999871645, 0.02619349999986298, 0.026086300000315532, 0.0537542999991274, 0.05434380000042438]",14,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803, 0.2654204000009486, 0.20943809999880614, 0.237494400000287, 0.24164620000010473]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702, 0.05365689999962342, 0.0260164999999688, 0.026431899999806774, 0.2416493000000628]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
31,0,31,0,13.499447700000019,13.499447700000019,13.499447700000019,13.499447700000019,18,"[0.6739788999984739, 0.41475890000037907, 0.1847077000002173, 0.1361804000007396, 0.15911899999991874, 0.31947589999981574, 0.2958695999986958, 0.34401340000113123, 0.26289290000022447, 0.21193359999961103, 0.1864499999992404, 0.32145759999912116, 0.18830500000149186, 0.16019989999949757, 0.15765660000033677, 0.2898672000010265, 0.21457609999924898, 0.26450219999969704]","[0.057785399998465437, 0.05369130000144651, 0.05429110000113724, 0.05574039999919478, 0.02592750000076194, 0.02966009999909147, 0.05750890000126674, 0.05443809999997029, 0.08418650000021444, 0.05399779999970633, 0.05429360000016459, 0.056902800000898424, 0.02615679999871645, 0.02619349999986298, 0.026086300000315532, 0.0537542999991274, 0.05434380000042438, 0.26450519999889366]",14,"[0.3981490999995003, 0.2927892999996402, 0.18755179999971006, 0.18761540000014065, 0.1360060999995767, 0.319960999999239, 0.29351110000061453, 0.21030160000009346, 0.16104679999989457, 0.13593939999918803, 0.2654204000009486, 0.20943809999880614, 0.237494400000287, 0.24164620000010473]","[0.05438959999992221, 0.029803999999785447, 0.054986300001473865, 0.025950299999749404, 0.025997999999162857, 0.05406509999920672, 0.054180600000108825, 0.0540075999997498, 0.05477760000030685, 0.027675900000758702, 0.05365689999962342, 0.0260164999999688, 0.026431899999806774, 0.05476310000085505]",None,None,581376,001,2023-05-05_16h52.09.621,pb,2022.2.5,234.1339152306156,
