trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,header.started,plus.started,minus.started,win_lose.started,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.52840930000093,8.52840930000093,8.52840930000093,8.52840930000093,8.52840930000093,,,,,,,
