trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,button.started,button_2.started,win_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.987022400000569,4.987022400000569,4.987022400000569,4.987022400000569,,,,,,,
