trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,header.started,plus.started,minus.started,win_lose.started,polygon_green.started,polygon_red.started,plus.numClicks,plus.timesOn,plus.timesOff,minus.numClicks,minus.timesOn,minus.timesOff,green.response,red.response,participant,session,date,expName,psychopyVersion,frameRate,
19,0,19,0,9.665639999999257,9.665639999999257,9.665639999999257,9.665639999999257,9.665639999999257,9.665639999999257,7,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.19143460000123014]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
20,0,20,0,9.871677099999943,9.871677099999943,9.871677099999943,9.871677099999943,9.871677099999943,9.871677099999943,8,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.13838720000057947]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
21,0,21,0,10.02823250000074,10.02823250000074,10.02823250000074,10.02823250000074,10.02823250000074,10.02823250000074,9,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678, 0.170687400001043]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.08611580000069807, 0.17069210000045132]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
22,0,22,0,10.211306500001228,10.211306500001228,10.211306500001228,10.211306500001228,10.211306500001228,10.211306500001228,10,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678, 0.170687400001043, 0.16236710000157473]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.08611580000069807, 0.0561874999984866, 0.16237140000157524]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
23,0,23,0,10.392162800002552,10.392162800002552,10.392162800002552,10.392162800002552,10.392162800002552,10.392162800002552,11,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678, 0.170687400001043, 0.16236710000157473, 0.14148600000044098]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.08611580000069807, 0.0561874999984866, 0.0588075999985449, 0.1414900999989186]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
24,0,24,0,10.545428400000674,10.545428400000674,10.545428400000674,10.545428400000674,10.545428400000674,10.545428400000674,12,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678, 0.170687400001043, 0.16236710000157473, 0.14148600000044098, 0.19241179999880842]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.08611580000069807, 0.0561874999984866, 0.0588075999985449, 0.08476549999977578, 0.19241589999728603]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
25,0,25,0,10.75552400000015,10.75552400000015,10.75552400000015,10.75552400000015,10.75552400000015,10.75552400000015,13,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678, 0.170687400001043, 0.16236710000157473, 0.14148600000044098, 0.19241179999880842, 0.16483750000043074]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.08611580000069807, 0.0561874999984866, 0.0588075999985449, 0.08476549999977578, 0.05758100000093691, 0.16484140000102343]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
26,0,26,0,10.932111000001896,10.932111000001896,10.932111000001896,10.932111000001896,10.932111000001896,10.932111000001896,14,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678, 0.170687400001043, 0.16236710000157473, 0.14148600000044098, 0.19241179999880842, 0.16483750000043074, 0.1914117999986047]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.08611580000069807, 0.0561874999984866, 0.0588075999985449, 0.08476549999977578, 0.05758100000093691, 0.05553370000052382, 0.19141599999784376]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
27,0,27,0,11.138753800001723,11.138753800001723,11.138753800001723,11.138753800001723,11.138753800001723,11.138753800001723,15,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678, 0.170687400001043, 0.16236710000157473, 0.14148600000044098, 0.19241179999880842, 0.16483750000043074, 0.1914117999986047, 0.13866170000255806]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.08611580000069807, 0.0561874999984866, 0.0588075999985449, 0.08476549999977578, 0.05758100000093691, 0.05553370000052382, 0.026882300000579562, 0.13866580000103568]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
28,0,28,0,11.292126899999857,11.292126899999857,11.292126899999857,11.292126899999857,11.292126899999857,11.292126899999857,16,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678, 0.170687400001043, 0.16236710000157473, 0.14148600000044098, 0.19241179999880842, 0.16483750000043074, 0.1914117999986047, 0.13866170000255806, 0.19045579999874462]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.08611580000069807, 0.0561874999984866, 0.0588075999985449, 0.08476549999977578, 0.05758100000093691, 0.05553370000052382, 0.026882300000579562, 0.056184099998063175, 0.19045980000009877]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
29,0,29,0,11.500796200001787,11.500796200001787,11.500796200001787,11.500796200001787,11.500796200001787,11.500796200001787,17,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678, 0.170687400001043, 0.16236710000157473, 0.14148600000044098, 0.19241179999880842, 0.16483750000043074, 0.1914117999986047, 0.13866170000255806, 0.19045579999874462, 0.14011810000010883]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.08611580000069807, 0.0561874999984866, 0.0588075999985449, 0.08476549999977578, 0.05758100000093691, 0.05553370000052382, 0.026882300000579562, 0.056184099998063175, 0.058533100000204286, 0.14012260000163224]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
30,0,30,0,11.652549500002351,11.652549500002351,11.652549500002351,11.652549500002351,11.652549500002351,11.652549500002351,18,"[0.27357430000120075, 0.24416109999947366, 0.16444500000216067, 0.1385950000003504, 0.1890903999992588, 0.1382473999983631, 0.19143070000063744, 0.13838329999998678, 0.170687400001043, 0.16236710000157473, 0.14148600000044098, 0.19241179999880842, 0.16483750000043074, 0.1914117999986047, 0.13866170000255806, 0.19045579999874462, 0.14011810000010883, 0.1927055999985896]","[0.05571779999809223, 0.027078099999926053, 0.05566289999842411, 0.05597219999981462, 0.028672299999016104, 0.055925000000570435, 0.02671580000242102, 0.08611580000069807, 0.0561874999984866, 0.0588075999985449, 0.08476549999977578, 0.05758100000093691, 0.05553370000052382, 0.026882300000579562, 0.056184099998063175, 0.058533100000204286, 0.08438219999879948, 0.19270939999842085]",13,"[0.5005191000018385, 0.1446438000020862, 0.17122329999983776, 0.11126950000107172, 0.14343219999864232, 0.1366517999995267, 0.1391336999986379, 0.14353400000254624, 0.13692270000319695, 0.1867999999994936, 0.13833200000226498, 0.13468310000098427, 0.16345089999958873]","[0.02853510000204551, 0.027479799999127863, 0.02713710000170977, 0.05909389999942505, 0.05712929999936023, 0.05545219999839901, 0.060151800000312505, 0.057548300002963515, 0.05470509999940987, 0.029627600000821985, 0.056055600001855055, 0.055905700002767844, 0.05579070000021602]",None,None,408434,001,2023-05-09_20h30.38.507,pb,2022.2.5,234.12843347810892,
