text.started,button.started,button_2.started,win_lose.started,button.numClicks,button.timesOn,button.timesOff,button_2.numClicks,button_2.timesOn,button_2.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
5.06974000000082,5.06974000000082,5.06974000000082,5.06974000000082,1,[2.4541590999997425],[2.4541624000012234],1,[2.454116699998849],[2.4541195000001608],,,,,,,
