trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,plus.started,minus.started,win_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.685262700000749,5.685262700000749,5.685262700000749,5.685262700000749,,,,,,,
