trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,header.started,plus.started,minus.started,win_lose.started,plus.numClicks,plus.timesOn,plus.timesOff,minus.numClicks,minus.timesOn,minus.timesOff,green.response,red.response,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,5.781262299999071,5.781262299999071,5.781262299999071,5.781262299999071,0,,,1,[3.3148782000007486],[3.314881400001468],None,None,836472,001,2023-05-05_16h53.38.109,pb,2022.2.5,240.0389823306539,
1,0,1,0,9.116659599998457,9.116659599998457,9.116659599998457,9.116659599998457,0,,,2,"[3.3148782000007486, 0.457585600001039]","[8.490000072924886e-05, 0.45758870000099705]",None,None,836472,001,2023-05-05_16h53.38.109,pb,2022.2.5,240.0389823306539,
2,0,2,0,9.589730199999394,9.589730199999394,9.589730199999394,9.589730199999394,0,,,3,"[3.3148782000007486, 0.457585600001039, 0.14142639999954554]","[8.490000072924886e-05, 9.440000030735973e-05, 0.14142939999874216]",None,None,836472,001,2023-05-05_16h53.38.109,pb,2022.2.5,240.0389823306539,
3,0,3,0,9.73178899999948,9.73178899999948,9.73178899999948,9.73178899999948,0,,,4,"[3.3148782000007486, 0.457585600001039, 0.14142639999954554, 0.1746194999996078]","[8.490000072924886e-05, 9.440000030735973e-05, 0.03119909999986703, 0.17462249999880441]",None,None,836472,001,2023-05-05_16h53.38.109,pb,2022.2.5,240.0389823306539,
4,0,4,0,9.937303299999257,9.937303299999257,9.937303299999257,9.937303299999257,0,,,5,"[3.3148782000007486, 0.457585600001039, 0.14142639999954554, 0.1746194999996078, 0.20525329999873065]","[8.490000072924886e-05, 9.440000030735973e-05, 0.03119909999986703, 0.04626060000009602, 0.20525629999974626]",None,None,836472,001,2023-05-05_16h53.38.109,pb,2022.2.5,240.0389823306539,
5,0,5,0,10.15938769999957,10.15938769999957,10.15938769999957,10.15938769999957,0,,,6,"[3.3148782000007486, 0.457585600001039, 0.14142639999954554, 0.1746194999996078, 0.20525329999873065, 1.2017304999990301]","[8.490000072924886e-05, 9.440000030735973e-05, 0.03119909999986703, 0.04626060000009602, 8.630000047560316e-05, 1.2017335999989882]",None,None,836472,001,2023-05-05_16h53.38.109,pb,2022.2.5,240.0389823306539,
6,0,6,0,11.378459099998508,11.378459099998508,11.378459099998508,11.378459099998508,0,,,7,"[3.3148782000007486, 0.457585600001039, 0.14142639999954554, 0.1746194999996078, 0.20525329999873065, 1.2017304999990301, 0.12588099999993574]","[8.490000072924886e-05, 9.440000030735973e-05, 0.03119909999986703, 0.04626060000009602, 8.630000047560316e-05, 8.510000043315813e-05, 0.12588440000035916]",None,None,836472,001,2023-05-05_16h53.38.109,pb,2022.2.5,240.0389823306539,
7,0,7,0,11.519378299999516,11.519378299999516,11.519378299999516,11.519378299999516,0,,,8,"[3.3148782000007486, 0.457585600001039, 0.14142639999954554, 0.1746194999996078, 0.20525329999873065, 1.2017304999990301, 0.12588099999993574, 0.15804539999953704]","[8.490000072924886e-05, 9.440000030735973e-05, 0.03119909999986703, 0.04626060000009602, 8.630000047560316e-05, 8.510000043315813e-05, 0.04687059999923804, 0.15804860000025656]",None,None,836472,001,2023-05-05_16h53.38.109,pb,2022.2.5,240.0389823306539,
8,0,8,0,11.694263499999579,11.694263499999579,11.694263499999579,11.694263499999579,1,[0.7756971999988309],[0.7757001999998465],8,"[3.3148782000007486, 0.457585600001039, 0.14142639999954554, 0.1746194999996078, 0.20525329999873065, 1.2017304999990301, 0.12588099999993574, 0.15804539999953704]","[8.490000072924886e-05, 9.440000030735973e-05, 0.03119909999986703, 0.04626060000009602, 8.630000047560316e-05, 8.510000043315813e-05, 0.04687059999923804, 0.047710899998492096]",None,None,836472,001,2023-05-05_16h53.38.109,pb,2022.2.5,240.0389823306539,
9,0,9,0,12.485052899999573,12.485052899999573,12.485052899999573,12.485052899999573,2,"[0.7756971999988309, 0.19151419999980135]","[0.0477867999998125, 0.19151729999975942]",8,"[3.3148782000007486, 0.457585600001039, 0.14142639999954554, 0.1746194999996078, 0.20525329999873065, 1.2017304999990301, 0.12588099999993574, 0.15804539999953704]","[8.490000072924886e-05, 9.440000030735973e-05, 0.03119909999986703, 0.04626060000009602, 8.630000047560316e-05, 8.510000043315813e-05, 0.04687059999923804, 0.047710899998492096]",None,None,836472,001,2023-05-05_16h53.38.109,pb,2022.2.5,240.0389823306539,
