trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,plus.started,minus.started,win_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.531542900000204,6.531542900000204,6.531542900000204,6.531542900000204,,,,,,,
