trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,plus.started,minus.started,win_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.440443699999378,5.440443699999378,5.440443699999378,5.440443699999378,,,,,,,
