trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,header.started,plus.started,minus.started,win_lose.started,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.456759599997895,5.456759599997895,5.456759599997895,5.456759599997895,5.456759599997895,,,,,,,
