text.started,button.started,button_2.started,win_lose.started,button.numClicks,button.timesOn,button.timesOff,button_2.numClicks,button_2.timesOn,button_2.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
5.085756000000401,5.085756000000401,5.085756000000401,5.085756000000401,1,[1.3788129999993544],[1.3788165000005392],0,,,,,,,,,
