trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,header.started,plus.started,minus.started,win_lose.started,plus.numClicks,plus.timesOn,plus.timesOff,minus.numClicks,minus.timesOn,minus.timesOff,green.response,red.response,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,5.97207250000065,5.97207250000065,5.97207250000065,5.97207250000065,1,[1.9294580000005226],[1.9294611999994231],0,,,None,None,381787,001,2023-05-05_16h47.38.505,pb,2022.2.5,232.59654500998943,
1,0,1,0,7.904488500000298,7.904488500000298,7.904488500000298,7.904488500000298,1,[1.9294580000005226],[0.026231599998936872],1,[0.3410057999990386],[0.34100889999899664],None,None,381787,001,2023-05-05_16h47.38.505,pb,2022.2.5,232.59654500998943,
2,0,2,0,8.260422900000776,8.260422900000776,8.260422900000776,8.260422900000776,1,[1.9294580000005226],[0.026231599998936872],2,"[0.3410057999990386, 0.28403789999902074]","[0.0802585999990697, 0.2840407999992749]",None,None,381787,001,2023-05-05_16h47.38.505,pb,2022.2.5,232.59654500998943,
3,0,3,0,8.559740000000602,8.559740000000602,8.559740000000602,8.559740000000602,2,"[1.9294580000005226, 0.263470399999278]","[0.026231599998936872, 0.2634731999987707]",2,"[0.3410057999990386, 0.28403789999902074]","[0.0802585999990697, 0.05360550000114017]",None,None,381787,001,2023-05-05_16h47.38.505,pb,2022.2.5,232.59654500998943,
,,,,8.838361300000543,8.838361300000543,8.838361300000543,8.838361300000543,,,,,,,,,,,,,,,
