trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,header.started,plus.started,minus.started,win_lose.started,polygon_red.started,plus.numClicks,plus.timesOn,plus.timesOff,minus.numClicks,minus.timesOn,minus.timesOff,green.response,red.response,participant,session,date,expName,psychopyVersion,frameRate,
10,0,10,0,8.586414199999126,8.586414199999126,8.586414199999126,8.586414199999126,8.586414199999126,5,"[1.205176700001175, 0.31458700000075623, 0.1726858000001812, 0.18987399999969057, 0.1914312000008067]","[0.045158500000979984, 0.06361399999877904, 0.07947679999779211, 0.06441050000285031, 0.047420200000487966]",6,"[0.34841510000114795, 0.15938410000308068, 0.15781780000179424, 0.1770284999984142, 0.20570789999692352, 0.15870089999953052]","[8.480000178678893e-05, 0.04836970000178553, 0.0650227999976778, 0.07927039999776753, 0.04901709999830928, 0.15870409999843105]",None,None,024095,001,2023-05-09_20h21.27.167,pb,2022.2.5,235.9642561497104,
11,0,11,0,8.759997999997722,8.759997999997722,8.759997999997722,8.759997999997722,8.759997999997722,5,"[1.205176700001175, 0.31458700000075623, 0.1726858000001812, 0.18987399999969057, 0.1914312000008067]","[0.045158500000979984, 0.06361399999877904, 0.07947679999779211, 0.06441050000285031, 0.047420200000487966]",7,"[0.34841510000114795, 0.15938410000308068, 0.15781780000179424, 0.1770284999984142, 0.20570789999692352, 0.15870089999953052, 0.15851950000069337]","[8.480000178678893e-05, 0.04836970000178553, 0.0650227999976778, 0.07927039999776753, 0.04901709999830928, 0.07924730000013369, 0.15852259999883245]",None,None,024095,001,2023-05-09_20h21.27.167,pb,2022.2.5,235.9642561497104,
12,0,12,0,8.918695699998352,8.918695699998352,8.918695699998352,8.918695699998352,8.918695699998352,5,"[1.205176700001175, 0.31458700000075623, 0.1726858000001812, 0.18987399999969057, 0.1914312000008067]","[0.045158500000979984, 0.06361399999877904, 0.07947679999779211, 0.06441050000285031, 0.047420200000487966]",8,"[0.34841510000114795, 0.15938410000308068, 0.15781780000179424, 0.1770284999984142, 0.20570789999692352, 0.15870089999953052, 0.15851950000069337, 0.19081349999760278]","[8.480000178678893e-05, 0.04836970000178553, 0.0650227999976778, 0.07927039999776753, 0.04901709999830928, 0.07924730000013369, 0.06383419999838225, 0.1908168999980262]",None,None,024095,001,2023-05-09_20h21.27.167,pb,2022.2.5,235.9642561497104,
13,0,13,0,9.139673599998787,9.139673599998787,9.139673599998787,9.139673599998787,9.139673599998787,5,"[1.205176700001175, 0.31458700000075623, 0.1726858000001812, 0.18987399999969057, 0.1914312000008067]","[0.045158500000979984, 0.06361399999877904, 0.07947679999779211, 0.06441050000285031, 0.047420200000487966]",9,"[0.34841510000114795, 0.15938410000308068, 0.15781780000179424, 0.1770284999984142, 0.20570789999692352, 0.15870089999953052, 0.15851950000069337, 0.19081349999760278, 0.20466339999984484]","[8.480000178678893e-05, 0.04836970000178553, 0.0650227999976778, 0.07927039999776753, 0.04901709999830928, 0.07924730000013369, 0.06383419999838225, 0.0779447999993863, 0.20466680000026827]",None,None,024095,001,2023-05-09_20h21.27.167,pb,2022.2.5,235.9642561497104,
14,0,14,0,9.361718100000871,9.361718100000871,9.361718100000871,9.361718100000871,9.361718100000871,5,"[1.205176700001175, 0.31458700000075623, 0.1726858000001812, 0.18987399999969057, 0.1914312000008067]","[0.045158500000979984, 0.06361399999877904, 0.07947679999779211, 0.06441050000285031, 0.047420200000487966]",10,"[0.34841510000114795, 0.15938410000308068, 0.15781780000179424, 0.1770284999984142, 0.20570789999692352, 0.15870089999953052, 0.15851950000069337, 0.19081349999760278, 0.20466339999984484, 0.14239219999944908]","[8.480000178678893e-05, 0.04836970000178553, 0.0650227999976778, 0.07927039999776753, 0.04901709999830928, 0.07924730000013369, 0.06383419999838225, 0.0779447999993863, 0.04824689999804832, 0.1423951999968267]",None,None,024095,001,2023-05-09_20h21.27.167,pb,2022.2.5,235.9642561497104,
15,0,15,0,9.51995259999967,9.51995259999967,9.51995259999967,9.51995259999967,9.51995259999967,5,"[1.205176700001175, 0.31458700000075623, 0.1726858000001812, 0.18987399999969057, 0.1914312000008067]","[0.045158500000979984, 0.06361399999877904, 0.07947679999779211, 0.06441050000285031, 0.047420200000487966]",11,"[0.34841510000114795, 0.15938410000308068, 0.15781780000179424, 0.1770284999984142, 0.20570789999692352, 0.15870089999953052, 0.15851950000069337, 0.19081349999760278, 0.20466339999984484, 0.14239219999944908, 0.16006920000290847]","[8.480000178678893e-05, 0.04836970000178553, 0.0650227999976778, 0.07927039999776753, 0.04901709999830928, 0.07924730000013369, 0.06383419999838225, 0.0779447999993863, 0.04824689999804832, 0.08027870000296389, 0.16007230000104755]",None,None,024095,001,2023-05-09_20h21.27.167,pb,2022.2.5,235.9642561497104,
16,0,16,0,9.677612999999837,9.677612999999837,9.677612999999837,9.677612999999837,9.677612999999837,5,"[1.205176700001175, 0.31458700000075623, 0.1726858000001812, 0.18987399999969057, 0.1914312000008067]","[0.045158500000979984, 0.06361399999877904, 0.07947679999779211, 0.06441050000285031, 0.047420200000487966]",12,"[0.34841510000114795, 0.15938410000308068, 0.15781780000179424, 0.1770284999984142, 0.20570789999692352, 0.15870089999953052, 0.15851950000069337, 0.19081349999760278, 0.20466339999984484, 0.14239219999944908, 0.16006920000290847, 0.17542609999873093]","[8.480000178678893e-05, 0.04836970000178553, 0.0650227999976778, 0.07927039999776753, 0.04901709999830928, 0.07924730000013369, 0.06383419999838225, 0.0779447999993863, 0.04824689999804832, 0.08027870000296389, 0.09644879999905243, 0.175429200000508]",None,None,024095,001,2023-05-09_20h21.27.167,pb,2022.2.5,235.9642561497104,
17,0,17,0,9.88470949999828,9.88470949999828,9.88470949999828,9.88470949999828,9.88470949999828,5,"[1.205176700001175, 0.31458700000075623, 0.1726858000001812, 0.18987399999969057, 0.1914312000008067]","[0.045158500000979984, 0.06361399999877904, 0.07947679999779211, 0.06441050000285031, 0.047420200000487966]",13,"[0.34841510000114795, 0.15938410000308068, 0.15781780000179424, 0.1770284999984142, 0.20570789999692352, 0.15870089999953052, 0.15851950000069337, 0.19081349999760278, 0.20466339999984484, 0.14239219999944908, 0.16006920000290847, 0.17542609999873093, 0.5877226999982668]","[8.480000178678893e-05, 0.04836970000178553, 0.0650227999976778, 0.07927039999776753, 0.04901709999830928, 0.07924730000013369, 0.06383419999838225, 0.0779447999993863, 0.04824689999804832, 0.08027870000296389, 0.09644879999905243, 0.0814232999982778, 0.5877259000008053]",None,None,024095,001,2023-05-09_20h21.27.167,pb,2022.2.5,235.9642561497104,
18,0,18,0,10.48675920000096,10.48675920000096,10.48675920000096,10.48675920000096,10.48675920000096,5,"[1.205176700001175, 0.31458700000075623, 0.1726858000001812, 0.18987399999969057, 0.1914312000008067]","[0.045158500000979984, 0.06361399999877904, 0.07947679999779211, 0.06441050000285031, 0.047420200000487966]",14,"[0.34841510000114795, 0.15938410000308068, 0.15781780000179424, 0.1770284999984142, 0.20570789999692352, 0.15870089999953052, 0.15851950000069337, 0.19081349999760278, 0.20466339999984484, 0.14239219999944908, 0.16006920000290847, 0.17542609999873093, 0.5877226999982668, 0.19099590000041644]","[8.480000178678893e-05, 0.04836970000178553, 0.0650227999976778, 0.07927039999776753, 0.04901709999830928, 0.07924730000013369, 0.06383419999838225, 0.0779447999993863, 0.04824689999804832, 0.08027870000296389, 0.09644879999905243, 0.0814232999982778, 0.04882599999837112, 0.19099899999855552]",None,None,024095,001,2023-05-09_20h21.27.167,pb,2022.2.5,235.9642561497104,
19,0,19,0,10.691776699997718,10.691776699997718,10.691776699997718,10.691776699997718,10.691776699997718,5,"[1.205176700001175, 0.31458700000075623, 0.1726858000001812, 0.18987399999969057, 0.1914312000008067]","[0.045158500000979984, 0.06361399999877904, 0.07947679999779211, 0.06441050000285031, 0.047420200000487966]",15,"[0.34841510000114795, 0.15938410000308068, 0.15781780000179424, 0.1770284999984142, 0.20570789999692352, 0.15870089999953052, 0.15851950000069337, 0.19081349999760278, 0.20466339999984484, 0.14239219999944908, 0.16006920000290847, 0.17542609999873093, 0.5877226999982668, 0.19099590000041644, 1.0936145999985456]","[8.480000178678893e-05, 0.04836970000178553, 0.0650227999976778, 0.07927039999776753, 0.04901709999830928, 0.07924730000013369, 0.06383419999838225, 0.0779447999993863, 0.04824689999804832, 0.08027870000296389, 0.09644879999905243, 0.0814232999982778, 0.04882599999837112, 0.047875299998850096, 1.0936178999982076]",None,None,024095,001,2023-05-09_20h21.27.167,pb,2022.2.5,235.9642561497104,
,,,,11.801432699998259,11.801432699998259,11.801432699998259,11.801432699998259,11.801432699998259,,,,,,,,,,,,,,,
