trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,header.started,plus.started,minus.started,win_lose.started,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.040360499999224,7.040360499999224,7.040360499999224,7.040360499999224,7.040360499999224,8.082582799997908,,,,,,,
