trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,plus.started,minus.started,win_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.2143003000001045,5.2143003000001045,5.2143003000001045,5.2143003000001045,,,,,,,
