trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,header.started,plus.started,minus.started,win_lose.started,polygon_red.started,plus.numClicks,plus.timesOn,plus.timesOff,minus.numClicks,minus.timesOn,minus.timesOff,green.response,red.response,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.055984500002523,8.055984500002523,8.055984500002523,8.055984500002523,8.055984500002523,0,,,1,[1.0020632999985537],[1.0020665999982157],None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
1,0,1,0,9.063994500000263,9.063994500000263,9.063994500000263,9.063994500000263,9.063994500000263,0,,,2,"[1.0020632999985537, 0.2025621000029787]","[0.04439660000207368, 0.20256530000187922]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
2,0,2,0,9.285902700001316,9.285902700001316,9.285902700001316,9.285902700001316,9.285902700001316,0,,,3,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131]","[0.04439660000207368, 0.04801650000081281, 0.2043463999980304]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
3,0,3,0,9.50598870000249,9.50598870000249,9.50598870000249,9.50598870000249,9.50598870000249,0,,,4,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.20478250000087428]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
4,0,4,0,9.72580260000177,9.72580260000177,9.72580260000177,9.72580260000177,9.72580260000177,0,,,5,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867, 0.15489009999873815]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.046455100000457605, 0.15489329999763868]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
5,0,5,0,9.883095000001049,9.883095000001049,9.883095000001049,9.883095000001049,9.883095000001049,0,,,6,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867, 0.15489009999873815, 0.1764428999995289]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.046455100000457605, 0.03354429999671993, 0.17644589999690652]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
6,0,6,0,10.089117900002748,10.089117900002748,10.089117900002748,10.089117900002748,10.089117900002748,0,,,7,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867, 0.15489009999873815, 0.1764428999995289, 0.15724169999884907]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.046455100000457605, 0.03354429999671993, 0.047353000001749024, 0.15724469999986468]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
7,0,7,0,10.247653100002935,10.247653100002935,10.247653100002935,10.247653100002935,10.247653100002935,0,,,8,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867, 0.15489009999873815, 0.1764428999995289, 0.15724169999884907, 0.1927962000008847]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.046455100000457605, 0.03354429999671993, 0.047353000001749024, 0.06423329999961425, 0.19279920000190032]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
8,0,8,0,10.469645100001799,10.469645100001799,10.469645100001799,10.469645100001799,10.469645100001799,0,,,9,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867, 0.15489009999873815, 0.1764428999995289, 0.15724169999884907, 0.1927962000008847, 0.15674810000200523]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.046455100000457605, 0.03354429999671993, 0.047353000001749024, 0.06423329999961425, 8.540000271750614e-05, 0.15675109999938286]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
9,0,9,0,10.643785399999615,10.643785399999615,10.643785399999615,10.643785399999615,10.643785399999615,0,,,10,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867, 0.15489009999873815, 0.1764428999995289, 0.15724169999884907, 0.1927962000008847, 0.15674810000200523, 0.15854179999951157]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.046455100000457605, 0.03354429999671993, 0.047353000001749024, 0.06423329999961425, 8.540000271750614e-05, 8.660000094096176e-05, 0.15854480000052718]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
10,0,10,0,10.803357600001618,10.803357600001618,10.803357600001618,10.803357600001618,10.803357600001618,0,,,11,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867, 0.15489009999873815, 0.1764428999995289, 0.15724169999884907, 0.1927962000008847, 0.15674810000200523, 0.15854179999951157, 0.14441789999909815]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.046455100000457605, 0.03354429999671993, 0.047353000001749024, 0.06423329999961425, 8.540000271750614e-05, 8.660000094096176e-05, 8.570000136387534e-05, 0.14442090000011376]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
11,0,11,0,10.961181000002398,10.961181000002398,10.961181000002398,10.961181000002398,10.961181000002398,0,,,12,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867, 0.15489009999873815, 0.1764428999995289, 0.15724169999884907, 0.1927962000008847, 0.15674810000200523, 0.15854179999951157, 0.14441789999909815, 0.5855988000002981]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.046455100000457605, 0.03354429999671993, 0.047353000001749024, 0.06423329999961425, 8.540000271750614e-05, 8.660000094096176e-05, 8.570000136387534e-05, 0.032727099998737685, 0.5856018999984371]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
12,0,12,0,11.577080300001398,11.577080300001398,11.577080300001398,11.577080300001398,11.577080300001398,0,,,13,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867, 0.15489009999873815, 0.1764428999995289, 0.15724169999884907, 0.1927962000008847, 0.15674810000200523, 0.15854179999951157, 0.14441789999909815, 0.5855988000002981, 0.14348750000135624]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.046455100000457605, 0.03354429999671993, 0.047353000001749024, 0.06423329999961425, 8.540000271750614e-05, 8.660000094096176e-05, 8.570000136387534e-05, 0.032727099998737685, 8.320000051753595e-05, 0.14349049999873387]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
13,0,13,0,11.720204700002796,11.720204700002796,11.720204700002796,11.720204700002796,11.720204700002796,0,,,14,"[1.0020632999985537, 0.2025621000029787, 0.20434329999989131, 0.20477949999985867, 0.15489009999873815, 0.1764428999995289, 0.15724169999884907, 0.1927962000008847, 0.15674810000200523, 0.15854179999951157, 0.14441789999909815, 0.5855988000002981, 0.14348750000135624, 0.17430289999902016]","[0.04439660000207368, 0.04801650000081281, 0.07804440000109025, 0.046455100000457605, 0.03354429999671993, 0.047353000001749024, 0.06423329999961425, 8.540000271750614e-05, 8.660000094096176e-05, 8.570000136387534e-05, 0.032727099998737685, 8.320000051753595e-05, 0.032979499999783, 0.1743060000007972]",None,None,984195,001,2023-05-09_20h22.37.307,pb,2022.2.5,233.7262271089958,
,,,,11.909361800000624,11.909361800000624,11.909361800000624,11.909361800000624,11.909361800000624,,,,,,,,,,,,,,,
