Condtion_Type,Slider_Type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,categorical.started,continuous.started,text.started,categorical.response,categorical.rt,continuous.response,continuous.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,1,0,0,0,4,6.757357999999954,6.757357999999954,6.757357999999954,None,None,4.0777777777777775,4.261740099999997,055852,001,2023-02-26_00h35.50.855,Start10,2023.1.0,239.29971331884005,
,,,,,,,,10.99635319999993,,,,,,,,,,,
