key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
5.384437899999284,r,0.29361229999994976,309085,001,2023-03-15_11h16.55.934,rsitsr,2023.1.0,242.30617323692954,
