1.4890 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
3.9641 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
4.3108 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023B584520D0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023B587945E0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.3109 	EXP 	window1: mouseVisible = True
4.3110 	EXP 	window1: mouseVisible = False
4.3110 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.3110 	EXP 	window1: recordFrameIntervals = False
4.3526 	EXP 	window1: recordFrameIntervals = True
4.3989 	EXP 	Screen (0) actual frame rate measured at 236.73Hz
4.3989 	EXP 	window1: recordFrameIntervals = False
6.0659 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([ 0. , -0.2]), rgb=UNKNOWN, text='asd', units='height', win=Window(...), wrapWidth=1)
6.0824 	EXP 	window1: mouseVisible = True
6.0902 	EXP 	textbox: autoLog = True
6.0902 	EXP 	text: height = 0.05
6.0902 	EXP 	text: height = 0.05
6.0902 	EXP 	text: height = 0.05
6.0902 	EXP 	text: text = 0
6.0902 	EXP 	textbox: autoDraw = True
6.0902 	EXP 	text: autoDraw = True
6.0986 	EXP 	text: height = 0.05
6.0986 	EXP 	text: height = 0.05
6.0986 	EXP 	text: height = 0.05
6.0986 	EXP 	text: text = 0
6.1041 	EXP 	text: height = 0.05
6.1041 	EXP 	text: height = 0.05
6.1041 	EXP 	text: height = 0.05
6.1041 	EXP 	text: text = 0
6.1122 	EXP 	text: height = 0.05
6.1122 	EXP 	text: height = 0.05
6.1122 	EXP 	text: height = 0.05
6.1122 	EXP 	text: text = 0
6.1169 	EXP 	text: height = 0.05
6.1169 	EXP 	text: height = 0.05
6.1169 	EXP 	text: height = 0.05
6.1169 	EXP 	text: text = 0
6.1259 	EXP 	text: height = 0.05
6.1259 	EXP 	text: height = 0.05
6.1259 	EXP 	text: height = 0.05
6.1259 	EXP 	text: text = 0
6.1315 	EXP 	text: height = 0.05
6.1315 	EXP 	text: height = 0.05
6.1315 	EXP 	text: height = 0.05
6.1315 	EXP 	text: text = 0
6.1395 	EXP 	text: height = 0.05
6.1395 	EXP 	text: height = 0.05
6.1395 	EXP 	text: height = 0.05
6.1395 	EXP 	text: text = 0
6.1443 	EXP 	text: height = 0.05
6.1443 	EXP 	text: height = 0.05
6.1443 	EXP 	text: height = 0.05
6.1443 	EXP 	text: text = 0
6.1520 	EXP 	text: height = 0.05
6.1520 	EXP 	text: height = 0.05
6.1520 	EXP 	text: height = 0.05
6.1520 	EXP 	text: text = 0
6.1568 	EXP 	text: height = 0.05
6.1568 	EXP 	text: height = 0.05
6.1568 	EXP 	text: height = 0.05
6.1568 	EXP 	text: text = 0
6.1650 	EXP 	text: height = 0.05
6.1650 	EXP 	text: height = 0.05
6.1650 	EXP 	text: height = 0.05
6.1650 	EXP 	text: text = 0
6.1702 	EXP 	text: height = 0.05
6.1702 	EXP 	text: height = 0.05
6.1702 	EXP 	text: height = 0.05
6.1702 	EXP 	text: text = 0
6.1785 	EXP 	text: height = 0.05
6.1785 	EXP 	text: height = 0.05
6.1785 	EXP 	text: height = 0.05
6.1785 	EXP 	text: text = 0
6.1833 	EXP 	text: height = 0.05
6.1833 	EXP 	text: height = 0.05
6.1833 	EXP 	text: height = 0.05
6.1833 	EXP 	text: text = 0
6.1908 	EXP 	text: height = 0.05
6.1908 	EXP 	text: height = 0.05
6.1908 	EXP 	text: height = 0.05
6.1908 	EXP 	text: text = 0
6.1956 	EXP 	text: height = 0.05
6.1956 	EXP 	text: height = 0.05
6.1956 	EXP 	text: height = 0.05
6.1956 	EXP 	text: text = 0
6.2031 	EXP 	text: height = 0.05
6.2031 	EXP 	text: height = 0.05
6.2031 	EXP 	text: height = 0.05
6.2031 	EXP 	text: text = 0
6.2079 	EXP 	text: height = 0.05
6.2079 	EXP 	text: height = 0.05
6.2079 	EXP 	text: height = 0.05
6.2079 	EXP 	text: text = 0
6.2136 	EXP 	text: height = 0.05
6.2136 	EXP 	text: height = 0.05
6.2136 	EXP 	text: height = 0.05
6.2136 	EXP 	text: text = 0
6.2190 	EXP 	text: height = 0.05
6.2190 	EXP 	text: height = 0.05
6.2190 	EXP 	text: height = 0.05
6.2190 	EXP 	text: text = 0
6.2248 	EXP 	text: height = 0.05
6.2248 	EXP 	text: height = 0.05
6.2248 	EXP 	text: height = 0.05
6.2248 	EXP 	text: text = 0
6.2293 	EXP 	text: height = 0.05
6.2293 	EXP 	text: height = 0.05
6.2293 	EXP 	text: height = 0.05
6.2293 	EXP 	text: text = 0
6.2344 	EXP 	text: height = 0.05
6.2344 	EXP 	text: height = 0.05
6.2344 	EXP 	text: height = 0.05
6.2344 	EXP 	text: text = 0
6.2391 	EXP 	text: height = 0.05
6.2391 	EXP 	text: height = 0.05
6.2391 	EXP 	text: height = 0.05
6.2391 	EXP 	text: text = 0
6.2439 	EXP 	text: height = 0.05
6.2439 	EXP 	text: height = 0.05
6.2439 	EXP 	text: height = 0.05
6.2439 	EXP 	text: text = 0
6.2486 	EXP 	text: height = 0.05
6.2486 	EXP 	text: height = 0.05
6.2486 	EXP 	text: height = 0.05
6.2486 	EXP 	text: text = 0
6.2529 	EXP 	text: height = 0.05
6.2529 	EXP 	text: height = 0.05
6.2529 	EXP 	text: height = 0.05
6.2529 	EXP 	text: text = 0
6.2577 	EXP 	text: height = 0.05
6.2577 	EXP 	text: height = 0.05
6.2577 	EXP 	text: height = 0.05
6.2577 	EXP 	text: text = 0
6.2636 	EXP 	text: height = 0.05
6.2636 	EXP 	text: height = 0.05
6.2636 	EXP 	text: height = 0.05
6.2636 	EXP 	text: text = 0
6.2684 	EXP 	text: height = 0.05
6.2684 	EXP 	text: height = 0.05
6.2684 	EXP 	text: height = 0.05
6.2684 	EXP 	text: text = 0
6.2737 	EXP 	text: height = 0.05
6.2737 	EXP 	text: height = 0.05
6.2737 	EXP 	text: height = 0.05
6.2737 	EXP 	text: text = 0
6.2788 	EXP 	text: height = 0.05
6.2788 	EXP 	text: height = 0.05
6.2788 	EXP 	text: height = 0.05
6.2788 	EXP 	text: text = 0
6.2840 	EXP 	text: height = 0.05
6.2840 	EXP 	text: height = 0.05
6.2840 	EXP 	text: height = 0.05
6.2840 	EXP 	text: text = 0
6.2885 	EXP 	text: height = 0.05
6.2885 	EXP 	text: height = 0.05
6.2885 	EXP 	text: height = 0.05
6.2885 	EXP 	text: text = 0
6.2932 	EXP 	text: height = 0.05
6.2932 	EXP 	text: height = 0.05
6.2932 	EXP 	text: height = 0.05
6.2932 	EXP 	text: text = 0
6.2978 	EXP 	text: height = 0.05
6.2978 	EXP 	text: height = 0.05
6.2978 	EXP 	text: height = 0.05
6.2978 	EXP 	text: text = 0
6.3024 	EXP 	text: height = 0.05
6.3024 	EXP 	text: height = 0.05
6.3024 	EXP 	text: height = 0.05
6.3024 	EXP 	text: text = 0
6.3071 	EXP 	text: height = 0.05
6.3071 	EXP 	text: height = 0.05
6.3071 	EXP 	text: height = 0.05
6.3071 	EXP 	text: text = 0
6.3126 	EXP 	text: height = 0.05
6.3126 	EXP 	text: height = 0.05
6.3126 	EXP 	text: height = 0.05
6.3126 	EXP 	text: text = 0
6.3174 	EXP 	text: height = 0.05
6.3174 	EXP 	text: height = 0.05
6.3174 	EXP 	text: height = 0.05
6.3174 	EXP 	text: text = 0
6.3220 	EXP 	text: height = 0.05
6.3220 	EXP 	text: height = 0.05
6.3220 	EXP 	text: height = 0.05
6.3220 	EXP 	text: text = 0
6.3270 	EXP 	text: height = 0.05
6.3270 	EXP 	text: height = 0.05
6.3270 	EXP 	text: height = 0.05
6.3270 	EXP 	text: text = 0
6.3319 	EXP 	text: height = 0.05
6.3319 	EXP 	text: height = 0.05
6.3319 	EXP 	text: height = 0.05
6.3319 	EXP 	text: text = 0
6.3369 	EXP 	text: height = 0.05
6.3369 	EXP 	text: height = 0.05
6.3369 	EXP 	text: height = 0.05
6.3369 	EXP 	text: text = 0
6.3420 	EXP 	text: height = 0.05
6.3420 	EXP 	text: height = 0.05
6.3420 	EXP 	text: height = 0.05
6.3420 	EXP 	text: text = 0
6.3467 	EXP 	text: height = 0.05
6.3467 	EXP 	text: height = 0.05
6.3467 	EXP 	text: height = 0.05
6.3467 	EXP 	text: text = 0
6.3515 	EXP 	text: height = 0.05
6.3515 	EXP 	text: height = 0.05
6.3515 	EXP 	text: height = 0.05
6.3515 	EXP 	text: text = 0
6.3577 	EXP 	text: height = 0.05
6.3577 	EXP 	text: height = 0.05
6.3577 	EXP 	text: height = 0.05
6.3577 	EXP 	text: text = 0
6.3626 	EXP 	text: height = 0.05
6.3626 	EXP 	text: height = 0.05
6.3626 	EXP 	text: height = 0.05
6.3626 	EXP 	text: text = 0
6.3674 	EXP 	text: height = 0.05
6.3674 	EXP 	text: height = 0.05
6.3674 	EXP 	text: height = 0.05
6.3674 	EXP 	text: text = 0
6.3726 	EXP 	text: height = 0.05
6.3726 	EXP 	text: height = 0.05
6.3726 	EXP 	text: height = 0.05
6.3726 	EXP 	text: text = 0
6.3779 	EXP 	text: height = 0.05
6.3779 	EXP 	text: height = 0.05
6.3779 	EXP 	text: height = 0.05
6.3779 	EXP 	text: text = 0
6.3984 	EXP 	text: height = 0.05
6.3984 	EXP 	text: height = 0.05
6.3984 	EXP 	text: height = 0.05
6.3984 	EXP 	text: text = 0
6.4051 	EXP 	text: height = 0.05
6.4051 	EXP 	text: height = 0.05
6.4051 	EXP 	text: height = 0.05
6.4051 	EXP 	text: text = 0
6.4105 	EXP 	text: height = 0.05
6.4105 	EXP 	text: height = 0.05
6.4105 	EXP 	text: height = 0.05
6.4105 	EXP 	text: text = 0
6.4187 	EXP 	text: height = 0.05
6.4187 	EXP 	text: height = 0.05
6.4187 	EXP 	text: height = 0.05
6.4187 	EXP 	text: text = 0
6.4239 	EXP 	text: height = 0.05
6.4239 	EXP 	text: height = 0.05
6.4239 	EXP 	text: height = 0.05
6.4239 	EXP 	text: text = 0
6.4315 	EXP 	text: height = 0.05
6.4315 	EXP 	text: height = 0.05
6.4315 	EXP 	text: height = 0.05
6.4315 	EXP 	text: text = 0
6.4365 	EXP 	text: height = 0.05
6.4365 	EXP 	text: height = 0.05
6.4365 	EXP 	text: height = 0.05
6.4365 	EXP 	text: text = 0
6.4440 	EXP 	text: height = 0.05
6.4440 	EXP 	text: height = 0.05
6.4440 	EXP 	text: height = 0.05
6.4440 	EXP 	text: text = 0
6.4501 	EXP 	text: height = 0.05
6.4501 	EXP 	text: height = 0.05
6.4501 	EXP 	text: height = 0.05
6.4501 	EXP 	text: text = 0
6.4583 	EXP 	text: height = 0.05
6.4583 	EXP 	text: height = 0.05
6.4583 	EXP 	text: height = 0.05
6.4583 	EXP 	text: text = 0
6.4631 	EXP 	text: height = 0.05
6.4631 	EXP 	text: height = 0.05
6.4631 	EXP 	text: height = 0.05
6.4631 	EXP 	text: text = 0
6.4697 	EXP 	text: height = 0.05
6.4697 	EXP 	text: height = 0.05
6.4697 	EXP 	text: height = 0.05
6.4697 	EXP 	text: text = 0
6.4741 	EXP 	text: height = 0.05
6.4741 	EXP 	text: height = 0.05
6.4741 	EXP 	text: height = 0.05
6.4741 	EXP 	text: text = 0
6.4799 	EXP 	text: height = 0.05
6.4799 	EXP 	text: height = 0.05
6.4799 	EXP 	text: height = 0.05
6.4799 	EXP 	text: text = 0
6.4846 	EXP 	text: height = 0.05
6.4846 	EXP 	text: height = 0.05
6.4846 	EXP 	text: height = 0.05
6.4846 	EXP 	text: text = 0
6.4897 	EXP 	text: height = 0.05
6.4897 	EXP 	text: height = 0.05
6.4897 	EXP 	text: height = 0.05
6.4897 	EXP 	text: text = 0
6.4955 	EXP 	text: height = 0.05
6.4955 	EXP 	text: height = 0.05
6.4955 	EXP 	text: height = 0.05
6.4955 	EXP 	text: text = 0
6.5004 	EXP 	text: height = 0.05
6.5004 	EXP 	text: height = 0.05
6.5004 	EXP 	text: height = 0.05
6.5004 	EXP 	text: text = 0
6.5050 	EXP 	text: height = 0.05
6.5050 	EXP 	text: height = 0.05
6.5050 	EXP 	text: height = 0.05
6.5050 	EXP 	text: text = 0
6.5093 	EXP 	text: height = 0.05
6.5093 	EXP 	text: height = 0.05
6.5093 	EXP 	text: height = 0.05
6.5093 	EXP 	text: text = 0
6.5136 	DATA 	Mouse: Left button down, pos=(954,899)
6.5145 	EXP 	text: height = 0.05
6.5145 	EXP 	text: height = 0.05
6.5145 	EXP 	text: height = 0.05
6.5145 	EXP 	text: text = 0
6.5191 	EXP 	text: height = 0.05
6.5191 	EXP 	text: height = 0.05
6.5191 	EXP 	text: height = 0.05
6.5191 	EXP 	text: text = 0
6.5238 	EXP 	text: height = 0.05
6.5238 	EXP 	text: height = 0.05
6.5238 	EXP 	text: height = 0.05
6.5238 	EXP 	text: text = 0
6.5287 	EXP 	text: height = 0.05
6.5287 	EXP 	text: height = 0.05
6.5287 	EXP 	text: height = 0.05
6.5287 	EXP 	text: text = 0
6.5332 	EXP 	text: height = 0.05
6.5332 	EXP 	text: height = 0.05
6.5332 	EXP 	text: height = 0.05
6.5332 	EXP 	text: text = 0
6.5378 	EXP 	text: height = 0.05
6.5378 	EXP 	text: height = 0.05
6.5378 	EXP 	text: height = 0.05
6.5378 	EXP 	text: text = 0
6.5424 	EXP 	text: height = 0.05
6.5424 	EXP 	text: height = 0.05
6.5424 	EXP 	text: height = 0.05
6.5424 	EXP 	text: text = 0
6.5469 	EXP 	text: height = 0.05
6.5469 	EXP 	text: height = 0.05
6.5469 	EXP 	text: height = 0.05
6.5469 	EXP 	text: text = 0
6.5513 	EXP 	text: height = 0.05
6.5513 	EXP 	text: height = 0.05
6.5513 	EXP 	text: height = 0.05
6.5513 	EXP 	text: text = 0
6.5558 	EXP 	text: height = 0.05
6.5558 	EXP 	text: height = 0.05
6.5558 	EXP 	text: height = 0.05
6.5558 	EXP 	text: text = 0
6.5605 	EXP 	text: height = 0.05
6.5605 	EXP 	text: height = 0.05
6.5605 	EXP 	text: height = 0.05
6.5605 	EXP 	text: text = 0
6.5652 	EXP 	text: height = 0.05
6.5652 	EXP 	text: height = 0.05
6.5652 	EXP 	text: height = 0.05
6.5652 	EXP 	text: text = 0
6.5698 	EXP 	text: height = 0.05
6.5698 	EXP 	text: height = 0.05
6.5698 	EXP 	text: height = 0.05
6.5698 	EXP 	text: text = 0
6.5755 	EXP 	text: height = 0.05
6.5755 	EXP 	text: height = 0.05
6.5755 	EXP 	text: height = 0.05
6.5755 	EXP 	text: text = 0
6.5814 	EXP 	text: height = 0.05
6.5814 	EXP 	text: height = 0.05
6.5814 	EXP 	text: height = 0.05
6.5814 	EXP 	text: text = 0
6.5866 	EXP 	text: height = 0.05
6.5866 	EXP 	text: height = 0.05
6.5866 	EXP 	text: height = 0.05
6.5866 	EXP 	text: text = 0
6.5918 	EXP 	text: height = 0.05
6.5918 	EXP 	text: height = 0.05
