textbox.started,text.started,nextButton.started,mouse.started,warning.started,participant,session,date,expName,psychopyVersion,frameRate,
5.851211699999112,5.851211699999112,5.851211699999112,0.0001649999994697282,5.851211699999112,,,,,,,
