textbox.started,text.started,nextButton.started,mouse.started,warning.started,warning.stopped,textbox.text,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
6.070672900001227,6.070672900001227,6.070672900001227,0.00017269999989366625,7.27939890000016,9.281901300000754,aad asda sd as da sd asd,8,"[1.211041299999124, 3.9812322999987373, 5.444084599999769, 5.71842579999975, 5.907427899999675, 7.045048399999359, 8.598715599999196, 10.681777199999487]","[1.2851929999997083, 4.052675899998576, 5.537580099999104, 5.794113299998571, 5.995294799999101, 7.133919199999582, 8.681632300000274, 10.681780599999911]","[0.053703703703703705, 0.04259259259259259, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, 0.008333333333333333, 0.023148148148148147, 0.03888888888888889]","[-0.11296296296296296, -0.10925925925925926, -0.07685185185185185, -0.07685185185185185, -0.07685185185185185, -0.09537037037037037, -0.07685185185185185, -0.11574074074074074]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.2110491000003094, 3.9812402999996266, 5.4440923999991355, 5.7184374000007665, 5.90743669999938, 7.045059300000503, 8.598723600000085, 10.681786299999658]",176276,001,2023-03-18_15h48.47.404,bd,2022.2.5,233.29491743354296,
