textbox.started,text.started,nextButton.started,mouse.started,warning.started,participant,session,date,expName,psychopyVersion,frameRate,
5.928255999999237,5.928255999999237,5.928255999999237,0.0001596000001882203,5.928255999999237,,,,,,,
