textbox.started,text.started,nextButton.started,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.299153399999341,6.299153399999341,6.299153399999341,0.00016810000124678481,1.0036447000002227,,,,,,,
