textbox.started,text.started,nextButton.started,mouse.started,warning.started,warning.stopped,textbox.text,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
6.498514400000204,6.498514400000204,6.498514400000204,0.00017470000057073776,6.498514400000204,9.499041000000943,asd asd asd asd asd asd,1,[6.298747400000138],[6.2987505000000965],"[0.1037037037037037, 0.2324074074074074, 0.013888888888888888, 0.017592592592592594]","[-0.4675925925925926, -0.4546296296296296, -0.15648148148148147, -0.13425925925925927]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.462135699999635, 1.8555488999991212, 5.926648700000442, 6.2987579999989975]",012254,001,2023-03-18_15h45.45.372,bd,2022.2.5,240.2719878914639,
