textbox.started,text.started,nextButton.started,mouse.started,warning.started,textbox.text,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
6.43806990000121,6.43806990000121,6.43806990000121,0.00016999999934341758,7.670212500001071,a sd asd asd asda sd,2,"[1.2339185000000725, 3.136166600001161]","[1.3168812000003527, 3.1361696000003576]","[0.020370370370370372, 0.017592592592592594]","[-0.10740740740740741, -0.10185185185185185]","[1, 1]","[0, 0]","[0, 0]","[1.2339329000005819, 3.1361826000011206]",542170,001,2023-03-18_15h49.16.376,bd,2022.2.5,239.61680481340036,
