textbox.started,text.started,nextButton.started,mouse.started,warning.started,textbox.text,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
6.348444999999629,6.348444999999629,6.348444999999629,0.0001664000010350719,6.348444999999629,das das das asd asda sd asd,5,"[3.769387899999856, 4.124604399999953, 4.2978894999996555, 4.470763299999817, 8.507974500000273]","[3.855794400000377, 4.1970819999987725, 4.373443999998926, 4.566481699999713, 8.507977799999935]","[-0.19722222222222222, 0.09351851851851851, 0.09351851851851851, 0.09351851851851851, -0.026851851851851852, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 0.022222222222222223]","[-0.44907407407407407, -0.45925925925925926, -0.45925925925925926, -0.45925925925925926, 0.1675925925925926, -0.09166666666666666, -0.09166666666666666, -0.09166666666666666, -0.09166666666666666, -0.125]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.286035000000993, 1.6352433000010933, 1.8423750000001746, 2.014434100001381, 2.33378249999987, 3.7693999000002805, 4.1246160000009695, 4.297901100000672, 4.470775100000537, 8.507987000000867]",682966,001,2023-03-18_15h46.52.598,bd,2022.2.5,240.08566256335655,
