textbox.started,text.started,nextButton.started,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.451877000001332,6.451877000001332,6.451877000001332,0.00019520000023476314,1.0071016999991116,,,,,,,
