textbox.started,text.started,nextButton.started,mouse.started,textbox.text,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
7.793861799998922,7.793861799998922,7.793861799998922,0.00018060000002151355,,0,,,[0.4398148148148148],[-0.10092592592592593],[1],[0],[0],[0.3788292999997793],136631,001,2023-03-18_15h42.05.505,bd,2022.2.5,237.40619487734088,
