textbox.started,text.started,nextButton.started,mouse.started,textbox.text,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
5.89988170000106,5.89988170000106,5.89988170000106,0.00018179999824496917,asd asd asd asd asd asd,3,"[0.9401864999999816, 1.1815289000005578, 3.6145981999998185]","[1.0415627000002132, 1.261448900000687, 3.614601600000242]","[0.019444444444444445, 0.019444444444444445, 0.013888888888888888, 0.008333333333333333]","[-0.1037037037037037, -0.1037037037037037, 0.19722222222222222, -0.09074074074074075]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.9401207999999315, 1.1814587999997457, 1.443346100000781, 3.6145290000004024]",281683,001,2023-03-18_15h44.01.017,bd,2022.2.5,235.09166223939152,
