button.started,mouse.started,button.numClicks,button.timesOn,button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
6.233544700000493,0.0003925000019080471,1,[0.3686344999987341],[0.3686374999997497],[],[],[],[],[],[],785578,001,2023-02-26_17h27.46.913,untitled,2023.1.0,235.19616536318716,
