trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,shown_image.started,image_black.started,image_green.started,image_red.started,image_blue.started,mouse.started,text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,answer.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,6.1167700000005425,6.1167700000005425,6.1167700000005425,6.1167700000005425,6.1167700000005425,0.035398399999394314,6.1167700000005425,[],[],[],[],[],[],[],8.070802000000185,887548,001,2023-02-26_14h43.35.686,Dinkum,2023.1.0,238.39834456018318,
,,,,9.075218200001473,9.075218200001473,9.075218200001473,9.075218200001473,9.075218200001473,0.004684300000008079,9.075218200001473,,,,,,,,,,,,,,,
