trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,shown_image.started,image_black.started,image_green.started,image_red.started,image_blue.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.339900999999372,6.339900999999372,6.339900999999372,6.339900999999372,6.339900999999372,0.03648529999918537,6.339900999999372,,,,,,,
