trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,shown_image.started,image_black.started,image_green.started,image_red.started,image_blue.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.449284999998781,6.449284999998781,6.449284999998781,6.449284999998781,6.449284999998781,0.036397300002136035,6.449284999998781,,,,,,,
