trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,shown_image.started,image_black.started,image_green.started,image_red.started,image_blue.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.669151899999633,6.669151899999633,6.669151899999633,6.669151899999633,6.669151899999633,0.034551000000647036,6.669151899999633,,,,,,,
