trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,shown_image.started,image_black.started,image_green.started,image_red.started,image_blue.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.271320599998944,6.271320599998944,6.271320599998944,6.271320599998944,6.271320599998944,0.035848499999701744,6.271320599998944,,,,,,,
