trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,shown_image.started,image_black.started,image_green.started,image_red.started,image_blue.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.332735300000422,6.332735300000422,6.332735300000422,6.332735300000422,6.332735300000422,0.0355135000008886,6.332735300000422,,,,,,,
