1.5251 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
3.8635 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
4.2050 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017EC717C1F0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000017ECD677940>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.2051 	EXP 	window1: mouseVisible = True
4.2051 	EXP 	window1: mouseVisible = False
4.2051 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.2051 	EXP 	window1: recordFrameIntervals = False
4.2464 	EXP 	window1: recordFrameIntervals = True
4.2726 	WARNING 	t of last frame was 5.36ms (=1/186)
4.2924 	EXP 	Screen (0) actual frame rate measured at 239.77Hz
4.2924 	EXP 	window1: recordFrameIntervals = False
5.8920 	EXP 	window1: mouseVisible = True
