1.5223 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
30.4725 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
30.8309 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BDBEBE1F0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023BDC349760>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
30.8310 	EXP 	window1: mouseVisible = True
30.8310 	EXP 	window1: mouseVisible = False
30.8311 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
30.8311 	EXP 	window1: recordFrameIntervals = False
30.8730 	EXP 	window1: recordFrameIntervals = True
30.9189 	EXP 	Screen (0) actual frame rate measured at 240.03Hz
30.9189 	EXP 	window1: recordFrameIntervals = False
32.5195 	EXP 	window1: mouseVisible = True
32.5745 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Timer', units='height', win=Window(...), wrapWidth=1)
32.5818 	EXP 	text: autoDraw = True
32.5818 	EXP 	text: height = 0.05
32.5818 	EXP 	text: height = 0.05
32.5818 	EXP 	text: height = 0.05
32.5818 	EXP 	text: text = 1.99966570000106
32.5887 	EXP 	text: height = 0.05
32.5887 	EXP 	text: height = 0.05
32.5887 	EXP 	text: height = 0.05
32.5887 	EXP 	text: text = 1.997317400000611
32.5929 	EXP 	text: height = 0.05
32.5929 	EXP 	text: height = 0.05
32.5929 	EXP 	text: height = 0.05
32.5929 	EXP 	text: text = 1.9958622999984073
32.5983 	EXP 	text: height = 0.05
32.5983 	EXP 	text: height = 0.05
32.5983 	EXP 	text: height = 0.05
32.5983 	EXP 	text: text = 1.9985837000022002
32.6024 	EXP 	text: height = 0.05
32.6024 	EXP 	text: height = 0.05
32.6024 	EXP 	text: height = 0.05
32.6024 	EXP 	text: text = 1.9959512000023096
32.6080 	EXP 	text: height = 0.05
32.6080 	EXP 	text: height = 0.05
32.6080 	EXP 	text: height = 0.05
32.6080 	EXP 	text: text = 1.9972447999971337
32.6121 	EXP 	text: height = 0.05
32.6121 	EXP 	text: height = 0.05
32.6121 	EXP 	text: height = 0.05
32.6121 	EXP 	text: text = 1.9958394999994198
32.6176 	EXP 	text: height = 0.05
32.6176 	EXP 	text: height = 0.05
32.6176 	EXP 	text: height = 0.05
32.6176 	EXP 	text: text = 1.9972132000002603
32.6218 	EXP 	text: height = 0.05
32.6218 	EXP 	text: height = 0.05
32.6218 	EXP 	text: height = 0.05
32.6218 	EXP 	text: text = 1.9958877000026405
32.6272 	EXP 	text: height = 0.05
32.6272 	EXP 	text: height = 0.05
32.6272 	EXP 	text: height = 0.05
32.6272 	EXP 	text: text = 1.9974265999990166
32.6314 	EXP 	text: height = 0.05
32.6314 	EXP 	text: height = 0.05
32.6314 	EXP 	text: height = 0.05
32.6314 	EXP 	text: text = 1.995942699999432
32.6368 	EXP 	text: height = 0.05
32.6368 	EXP 	text: height = 0.05
32.6368 	EXP 	text: height = 0.05
32.6368 	EXP 	text: text = 1.997168400001101
32.6409 	EXP 	text: height = 0.05
32.6409 	EXP 	text: height = 0.05
32.6409 	EXP 	text: height = 0.05
32.6409 	EXP 	text: text = 1.995947300001717
32.6468 	EXP 	text: height = 0.05
32.6468 	EXP 	text: height = 0.05
32.6468 	EXP 	text: height = 0.05
32.6468 	EXP 	text: text = 1.9971612999979698
32.6506 	EXP 	text: height = 0.05
32.6506 	EXP 	text: height = 0.05
32.6506 	EXP 	text: height = 0.05
32.6506 	EXP 	text: text = 1.9955053000012413
32.6562 	EXP 	text: height = 0.05
32.6562 	EXP 	text: height = 0.05
32.6562 	EXP 	text: height = 0.05
32.6562 	EXP 	text: text = 1.9976085999987845
32.6604 	EXP 	text: height = 0.05
32.6604 	EXP 	text: height = 0.05
32.6604 	EXP 	text: height = 0.05
32.6604 	EXP 	text: text = 1.9957618000007642
32.6659 	EXP 	text: height = 0.05
32.6659 	EXP 	text: height = 0.05
32.6659 	EXP 	text: height = 0.05
32.6659 	EXP 	text: text = 1.9973024999999325
32.6701 	EXP 	text: height = 0.05
32.6701 	EXP 	text: height = 0.05
32.6701 	EXP 	text: height = 0.05
32.6701 	EXP 	text: text = 1.995995799999946
32.6754 	EXP 	text: height = 0.05
32.6754 	EXP 	text: height = 0.05
32.6754 	EXP 	text: height = 0.05
32.6754 	EXP 	text: text = 1.9981793999977526
32.6795 	EXP 	text: height = 0.05
32.6795 	EXP 	text: height = 0.05
32.6795 	EXP 	text: height = 0.05
32.6795 	EXP 	text: text = 1.9960682000019005
32.6848 	EXP 	text: height = 0.05
32.6848 	EXP 	text: height = 0.05
32.6848 	EXP 	text: height = 0.05
32.6848 	EXP 	text: text = 1.9971720999965328
32.6890 	EXP 	text: height = 0.05
32.6890 	EXP 	text: height = 0.05
32.6890 	EXP 	text: height = 0.05
32.6890 	EXP 	text: text = 1.996029300000373
32.6953 	EXP 	text: height = 0.05
32.6953 	EXP 	text: height = 0.05
32.6953 	EXP 	text: height = 0.05
32.6953 	EXP 	text: text = 1.997208299999329
32.6985 	EXP 	text: height = 0.05
32.6985 	EXP 	text: height = 0.05
32.6985 	EXP 	text: height = 0.05
32.6985 	EXP 	text: text = 1.995042899998225
32.7038 	EXP 	text: height = 0.05
32.7038 	EXP 	text: height = 0.05
32.7038 	EXP 	text: height = 0.05
32.7038 	EXP 	text: text = 1.9982273999994504
32.7080 	EXP 	text: height = 0.05
32.7080 	EXP 	text: height = 0.05
32.7080 	EXP 	text: height = 0.05
32.7080 	EXP 	text: text = 1.9959837999995216
32.7132 	EXP 	text: height = 0.05
32.7132 	EXP 	text: height = 0.05
32.7132 	EXP 	text: height = 0.05
32.7132 	EXP 	text: text = 1.9971508999988146
32.7174 	EXP 	text: height = 0.05
32.7174 	EXP 	text: height = 0.05
32.7174 	EXP 	text: height = 0.05
32.7174 	EXP 	text: text = 1.9960892000017338
32.7228 	EXP 	text: height = 0.05
32.7228 	EXP 	text: height = 0.05
32.7228 	EXP 	text: height = 0.05
32.7228 	EXP 	text: text = 1.9972718999997596
32.7270 	EXP 	text: height = 0.05
32.7270 	EXP 	text: height = 0.05
32.7270 	EXP 	text: height = 0.05
32.7270 	EXP 	text: text = 1.995975499998167
32.7323 	EXP 	text: height = 0.05
32.7323 	EXP 	text: height = 0.05
32.7323 	EXP 	text: height = 0.05
32.7323 	EXP 	text: text = 1.9972447000000102
32.7365 	EXP 	text: height = 0.05
32.7365 	EXP 	text: height = 0.05
32.7365 	EXP 	text: height = 0.05
32.7365 	EXP 	text: text = 1.9960472000020673
32.7423 	EXP 	text: height = 0.05
32.7423 	EXP 	text: height = 0.05
32.7423 	EXP 	text: height = 0.05
32.7423 	EXP 	text: text = 1.9972009000011894
32.7459 	EXP 	text: height = 0.05
32.7459 	EXP 	text: height = 0.05
32.7459 	EXP 	text: height = 0.05
32.7459 	EXP 	text: text = 1.99550150000141
32.7510 	EXP 	text: height = 0.05
32.7510 	EXP 	text: height = 0.05
32.7510 	EXP 	text: height = 0.05
32.7510 	EXP 	text: text = 1.9975694000022486
32.7552 	EXP 	text: height = 0.05
32.7552 	EXP 	text: height = 0.05
32.7552 	EXP 	text: height = 0.05
32.7552 	EXP 	text: text = 1.9960363999998663
32.7602 	EXP 	text: height = 0.05
32.7602 	EXP 	text: height = 0.05
32.7602 	EXP 	text: height = 0.05
32.7602 	EXP 	text: text = 1.9970658999991429
32.7644 	EXP 	text: height = 0.05
32.7644 	EXP 	text: height = 0.05
32.7644 	EXP 	text: height = 0.05
32.7644 	EXP 	text: text = 1.9961680000014894
32.7692 	EXP 	text: height = 0.05
32.7692 	EXP 	text: height = 0.05
32.7692 	EXP 	text: height = 0.05
32.7692 	EXP 	text: text = 1.9971587
32.7734 	EXP 	text: height = 0.05
32.7734 	EXP 	text: height = 0.05
32.7734 	EXP 	text: height = 0.05
32.7734 	EXP 	text: text = 1.9962491000005684
32.7785 	EXP 	text: height = 0.05
32.7785 	EXP 	text: height = 0.05
32.7785 	EXP 	text: height = 0.05
32.7785 	EXP 	text: text = 1.9969581999976072
32.7827 	EXP 	text: height = 0.05
32.7827 	EXP 	text: height = 0.05
32.7827 	EXP 	text: height = 0.05
32.7827 	EXP 	text: text = 1.9960766000003787
32.7883 	EXP 	text: height = 0.05
32.7883 	EXP 	text: height = 0.05
32.7883 	EXP 	text: height = 0.05
32.7883 	EXP 	text: text = 1.9970145000006596
32.7919 	EXP 	text: height = 0.05
32.7919 	EXP 	text: height = 0.05
32.7919 	EXP 	text: height = 0.05
32.7919 	EXP 	text: text = 1.9955520999974397
32.7971 	EXP 	text: height = 0.05
32.7971 	EXP 	text: height = 0.05
32.7971 	EXP 	text: height = 0.05
32.7971 	EXP 	text: text = 1.997662699999637
32.8012 	EXP 	text: height = 0.05
32.8012 	EXP 	text: height = 0.05
32.8012 	EXP 	text: height = 0.05
32.8012 	EXP 	text: text = 1.9960200999994413
32.8062 	EXP 	text: height = 0.05
32.8062 	EXP 	text: height = 0.05
32.8062 	EXP 	text: height = 0.05
32.8062 	EXP 	text: text = 1.9970151999987138
32.8104 	EXP 	text: height = 0.05
