1.5176 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.4341 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
4.7738 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022EE9E4D1C0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000022EEA291730>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.7739 	EXP 	window1: mouseVisible = True
4.7739 	EXP 	window1: mouseVisible = False
4.7739 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.7739 	EXP 	window1: recordFrameIntervals = False
4.8153 	EXP 	window1: recordFrameIntervals = True
4.8289 	WARNING 	t of last frame was 5.22ms (=1/191)
4.8583 	WARNING 	t of last frame was 4.89ms (=1/204)
4.8619 	EXP 	Screen (0) actual frame rate measured at 236.00Hz
4.8619 	EXP 	window1: recordFrameIntervals = False
6.4626 	EXP 	window1: mouseVisible = True
6.5177 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Timer', units='height', win=Window(...), wrapWidth=1)
6.5280 	EXP 	text: autoDraw = True
6.5280 	EXP 	text: height = 0.05
6.5280 	EXP 	text: height = 0.05
6.5280 	EXP 	text: height = 0.05
6.5280 	EXP 	text: text = 1.9996234999998705
6.5322 	EXP 	text: height = 0.05
6.5322 	EXP 	text: height = 0.05
6.5322 	EXP 	text: height = 0.05
6.5322 	EXP 	text: text = 1.9895639999995183
6.5376 	EXP 	text: height = 0.05
6.5376 	EXP 	text: height = 0.05
6.5376 	EXP 	text: height = 0.05
6.5376 	EXP 	text: text = 1.9854238000007172
6.5418 	EXP 	text: height = 0.05
6.5418 	EXP 	text: height = 0.05
6.5418 	EXP 	text: height = 0.05
6.5418 	EXP 	text: text = 1.9800080999993952
6.5473 	EXP 	text: height = 0.05
6.5473 	EXP 	text: height = 0.05
6.5473 	EXP 	text: height = 0.05
6.5473 	EXP 	text: text = 1.975819399998727
6.5515 	EXP 	text: height = 0.05
6.5515 	EXP 	text: height = 0.05
6.5515 	EXP 	text: height = 0.05
6.5515 	EXP 	text: text = 1.9702730999997584
6.5572 	EXP 	text: height = 0.05
6.5572 	EXP 	text: height = 0.05
