1.5233 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.1529 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
4.4729 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029CEC48C1C0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000029CEC8D6730>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.4730 	EXP 	window1: mouseVisible = True
4.4731 	EXP 	window1: mouseVisible = False
4.4731 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.4731 	EXP 	window1: recordFrameIntervals = False
4.5144 	EXP 	window1: recordFrameIntervals = True
4.5609 	EXP 	Screen (0) actual frame rate measured at 236.85Hz
4.5609 	EXP 	window1: recordFrameIntervals = False
6.1597 	EXP 	window1: mouseVisible = True
6.2126 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Timer', units='height', win=Window(...), wrapWidth=1)
6.2207 	EXP 	text: autoDraw = True
6.2207 	EXP 	text: height = 0.05
6.2207 	EXP 	text: height = 0.05
6.2207 	EXP 	text: height = 0.05
6.2207 	EXP 	text: text = 1.9996811999990314
6.2273 	EXP 	text: height = 0.05
6.2273 	EXP 	text: height = 0.05
6.2273 	EXP 	text: height = 0.05
6.2273 	EXP 	text: text = 1.9918885000006412
6.2315 	EXP 	text: height = 0.05
6.2315 	EXP 	text: height = 0.05
6.2315 	EXP 	text: height = 0.05
6.2315 	EXP 	text: text = 1.9852389000006951
6.2376 	EXP 	text: height = 0.05
6.2376 	EXP 	text: height = 0.05
6.2376 	EXP 	text: height = 0.05
6.2376 	EXP 	text: text = 1.9810983999996097
6.2416 	EXP 	text: height = 0.05
6.2416 	EXP 	text: height = 0.05
6.2416 	EXP 	text: height = 0.05
6.2416 	EXP 	text: text = 1.9749687000003178
6.2485 	EXP 	text: height = 0.05
6.2485 	EXP 	text: height = 0.05
6.2485 	EXP 	text: height = 0.05
6.2485 	EXP 	text: text = 1.9709584000011091
6.2526 	EXP 	text: height = 0.05
6.2526 	EXP 	text: height = 0.05
6.2526 	EXP 	text: height = 0.05
6.2526 	EXP 	text: text = 1.9640890000009676
6.2579 	EXP 	text: height = 0.05
6.2579 	EXP 	text: height = 0.05
6.2579 	EXP 	text: height = 0.05
6.2579 	EXP 	text: text = 1.9599708999994618
6.2620 	EXP 	text: height = 0.05
6.2620 	EXP 	text: height = 0.05
6.2620 	EXP 	text: height = 0.05
6.2620 	EXP 	text: text = 1.9546917000006943
6.2676 	EXP 	text: height = 0.05
6.2676 	EXP 	text: height = 0.05
6.2676 	EXP 	text: height = 0.05
6.2676 	EXP 	text: text = 1.9505503000000317
6.2718 	EXP 	text: height = 0.05
6.2718 	EXP 	text: height = 0.05
6.2718 	EXP 	text: height = 0.05
6.2718 	EXP 	text: text = 1.9449597999991965
6.2770 	EXP 	text: height = 0.05
6.2770 	EXP 	text: height = 0.05
6.2770 	EXP 	text: height = 0.05
6.2770 	EXP 	text: text = 1.9407820999986143
6.2811 	EXP 	text: height = 0.05
6.2811 	EXP 	text: height = 0.05
6.2811 	EXP 	text: height = 0.05
6.2811 	EXP 	text: text = 1.9356087999985903
6.2863 	EXP 	text: height = 0.05
6.2863 	EXP 	text: height = 0.05
6.2863 	EXP 	text: height = 0.05
6.2863 	EXP 	text: text = 1.93144829999801
6.2904 	EXP 	text: height = 0.05
6.2904 	EXP 	text: height = 0.05
6.2904 	EXP 	text: height = 0.05
6.2904 	EXP 	text: text = 1.9262396999984048
6.2946 	EXP 	text: height = 0.05
6.2946 	EXP 	text: height = 0.05
6.2946 	EXP 	text: height = 0.05
6.2946 	EXP 	text: text = 1.9221871000008832
6.2987 	EXP 	text: height = 0.05
