1.6093 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.6276 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
7.0506 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C6AF76E160>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C6AFB316A0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.0506 	EXP 	window1: mouseVisible = True
7.0507 	EXP 	window1: mouseVisible = False
7.0507 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.0507 	EXP 	window1: recordFrameIntervals = False
7.0925 	EXP 	window1: recordFrameIntervals = True
7.1381 	EXP 	Screen (0) actual frame rate measured at 239.54Hz
7.1381 	EXP 	window1: recordFrameIntervals = False
8.9881 	EXP 	window1: mouseVisible = True
9.0538 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Timer', units='height', win=Window(...), wrapWidth=1)
9.0769 	EXP 	text: autoDraw = True
9.0769 	EXP 	text: height = 0.05
9.0769 	EXP 	text: height = 0.05
9.0769 	EXP 	text: height = 0.05
9.0769 	EXP 	text: text = <psychopy.clock.Clock object at 0x000001C6B69627F0>
9.0821 	EXP 	text: height = 0.05
9.0821 	EXP 	text: height = 0.05
9.0821 	EXP 	text: height = 0.05
9.0821 	EXP 	text: text = <psychopy.clock.Clock object at 0x000001C6B69627F0>
9.0899 	EXP 	text: height = 0.05
9.0899 	EXP 	text: height = 0.05
9.0899 	EXP 	text: height = 0.05
9.0899 	EXP 	text: text = <psychopy.clock.Clock object at 0x000001C6B69627F0>
9.0940 	EXP 	text: height = 0.05
9.0940 	EXP 	text: height = 0.05
9.0940 	EXP 	text: height = 0.05
9.0940 	EXP 	text: text = <psychopy.clock.Clock object at 0x000001C6B69627F0>
9.0992 	EXP 	text: height = 0.05
9.0992 	EXP 	text: height = 0.05
9.0992 	EXP 	text: height = 0.05
9.0992 	EXP 	text: text = <psychopy.clock.Clock object at 0x000001C6B69627F0>
9.1034 	EXP 	text: height = 0.05
9.1034 	EXP 	text: height = 0.05
9.1034 	EXP 	text: height = 0.05
9.1034 	EXP 	text: text = <psychopy.clock.Clock object at 0x000001C6B69627F0>
9.1081 	EXP 	text: height = 0.05
9.1081 	EXP 	text: height = 0.05
9.1081 	EXP 	text: height = 0.05
9.1081 	EXP 	text: text = <psychopy.clock.Clock object at 0x000001C6B69627F0>
9.1134 	EXP 	text: height = 0.05
9.1134 	EXP 	text: height = 0.05
