1.5181 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.0793 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
4.4071 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021B61FCC1F0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000021B62323730>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.4072 	EXP 	window1: mouseVisible = True
4.4072 	EXP 	window1: mouseVisible = False
4.4072 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.4072 	EXP 	window1: recordFrameIntervals = False
4.4488 	EXP 	window1: recordFrameIntervals = True
4.4946 	EXP 	Screen (0) actual frame rate measured at 239.51Hz
4.4946 	EXP 	window1: recordFrameIntervals = False
6.0936 	EXP 	window1: mouseVisible = True
6.1458 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Timer', units='height', win=Window(...), wrapWidth=1)
6.1726 	EXP 	text: autoDraw = True
6.1726 	EXP 	text: height = 0.05
6.1726 	EXP 	text: height = 0.05
6.1726 	EXP 	text: height = 0.05
6.1726 	EXP 	text: text = 1.9996954000016558
6.1779 	EXP 	text: height = 0.05
6.1779 	EXP 	text: height = 0.05
6.1779 	EXP 	text: height = 0.05
6.1779 	EXP 	text: text = 1.9730259999996633
6.1832 	EXP 	text: height = 0.05
6.1832 	EXP 	text: height = 0.05
6.1832 	EXP 	text: height = 0.05
6.1832 	EXP 	text: text = 1.9678005999994639
6.1874 	EXP 	text: height = 0.05
6.1874 	EXP 	text: height = 0.05
6.1874 	EXP 	text: height = 0.05
6.1874 	EXP 	text: text = 1.9625202999995963
6.1925 	EXP 	text: height = 0.05
6.1925 	EXP 	text: height = 0.05
6.1925 	EXP 	text: height = 0.05
6.1925 	EXP 	text: text = 1.9581839999991644
6.1967 	EXP 	text: height = 0.05
6.1967 	EXP 	text: height = 0.05
6.1967 	EXP 	text: height = 0.05
6.1967 	EXP 	text: text = 1.95322970000052
6.2013 	EXP 	text: height = 0.05
6.2013 	EXP 	text: height = 0.05
6.2013 	EXP 	text: height = 0.05
6.2013 	EXP 	text: text = 1.9490141999995103
6.2056 	EXP 	text: height = 0.05
6.2056 	EXP 	text: height = 0.05
6.2056 	EXP 	text: height = 0.05
6.2056 	EXP 	text: text = 1.9443548999988707
6.2101 	EXP 	text: height = 0.05
6.2101 	EXP 	text: height = 0.05
6.2101 	EXP 	text: height = 0.05
6.2101 	EXP 	text: text = 1.9400998999990406
6.2142 	EXP 	text: height = 0.05
6.2142 	EXP 	text: height = 0.05
6.2142 	EXP 	text: height = 0.05
6.2142 	EXP 	text: text = 1.9356341999991855
6.2184 	EXP 	text: height = 0.05
6.2184 	EXP 	text: height = 0.05
6.2184 	EXP 	text: height = 0.05
6.2184 	EXP 	text: text = 1.9315132000010635
6.2226 	EXP 	text: height = 0.05
6.2226 	EXP 	text: height = 0.05
6.2226 	EXP 	text: height = 0.05
6.2226 	EXP 	text: text = 1.9273247000019182
6.2267 	EXP 	text: height = 0.05
6.2267 	EXP 	text: height = 0.05
6.2267 	EXP 	text: height = 0.05
6.2267 	EXP 	text: text = 1.9231690000015078
6.2309 	EXP 	text: height = 0.05
6.2309 	EXP 	text: height = 0.05
6.2309 	EXP 	text: height = 0.05
6.2309 	EXP 	text: text = 1.9189952000015182
6.2355 	EXP 	text: height = 0.05
6.2355 	EXP 	text: height = 0.05
6.2355 	EXP 	text: height = 0.05
6.2355 	EXP 	text: text = 1.9148349999995844
6.2392 	EXP 	text: height = 0.05
6.2392 	EXP 	text: height = 0.05
6.2392 	EXP 	text: height = 0.05
6.2392 	EXP 	text: text = 1.9102352000008977
6.2434 	EXP 	text: height = 0.05
6.2434 	EXP 	text: height = 0.05
6.2434 	EXP 	text: height = 0.05
6.2434 	EXP 	text: text = 1.9064777000021422
6.2476 	EXP 	text: height = 0.05
6.2476 	EXP 	text: height = 0.05
6.2476 	EXP 	text: height = 0.05
6.2476 	EXP 	text: text = 1.9023102999999537
6.2527 	EXP 	text: height = 0.05
6.2527 	EXP 	text: height = 0.05
6.2527 	EXP 	text: height = 0.05
6.2527 	EXP 	text: text = 1.8981435999994574
6.2569 	EXP 	text: height = 0.05
6.2569 	EXP 	text: height = 0.05
6.2569 	EXP 	text: height = 0.05
6.2569 	EXP 	text: text = 1.893002600001637
6.2611 	EXP 	text: height = 0.05
6.2611 	EXP 	text: height = 0.05
6.2611 	EXP 	text: height = 0.05
6.2611 	EXP 	text: text = 1.888841500000126
6.2652 	EXP 	text: height = 0.05
6.2652 	EXP 	text: height = 0.05
6.2652 	EXP 	text: height = 0.05
6.2652 	EXP 	text: text = 1.8846739000000525
6.2695 	EXP 	text: height = 0.05
6.2695 	EXP 	text: height = 0.05
6.2695 	EXP 	text: height = 0.05
6.2695 	EXP 	text: text = 1.8805028000024322
6.2736 	EXP 	text: height = 0.05
6.2736 	EXP 	text: height = 0.05
6.2736 	EXP 	text: height = 0.05
6.2736 	EXP 	text: text = 1.876186500001495
6.2777 	EXP 	text: height = 0.05
6.2777 	EXP 	text: height = 0.05
6.2777 	EXP 	text: height = 0.05
6.2777 	EXP 	text: text = 1.872123000001011
6.2820 	EXP 	text: height = 0.05
6.2820 	EXP 	text: height = 0.05
6.2820 	EXP 	text: height = 0.05
6.2820 	EXP 	text: text = 1.8679788000008557
6.2861 	EXP 	text: height = 0.05
6.2861 	EXP 	text: height = 0.05
6.2861 	EXP 	text: height = 0.05
6.2861 	EXP 	text: text = 1.8637579999995069
6.2903 	EXP 	text: height = 0.05
6.2903 	EXP 	text: height = 0.05
6.2903 	EXP 	text: height = 0.05
6.2903 	EXP 	text: text = 1.859585000001971
6.2945 	EXP 	text: height = 0.05
6.2945 	EXP 	text: height = 0.05
6.2945 	EXP 	text: height = 0.05
6.2945 	EXP 	text: text = 1.8554201000006287
6.2993 	EXP 	text: height = 0.05
6.2993 	EXP 	text: height = 0.05
6.2993 	EXP 	text: height = 0.05
6.2993 	EXP 	text: text = 1.8512421000014
6.3030 	EXP 	text: height = 0.05
6.3030 	EXP 	text: height = 0.05
6.3030 	EXP 	text: height = 0.05
6.3030 	EXP 	text: text = 1.8463668000003963
6.3072 	EXP 	text: height = 0.05
6.3072 	EXP 	text: height = 0.05
6.3072 	EXP 	text: height = 0.05
6.3072 	EXP 	text: text = 1.8426961000004667
6.3113 	EXP 	text: height = 0.05
6.3113 	EXP 	text: height = 0.05
6.3113 	EXP 	text: height = 0.05
6.3113 	EXP 	text: text = 1.838569200001075
6.3155 	EXP 	text: height = 0.05
6.3155 	EXP 	text: height = 0.05
6.3155 	EXP 	text: height = 0.05
6.3155 	EXP 	text: text = 1.8344089000020176
6.3197 	EXP 	text: height = 0.05
6.3197 	EXP 	text: height = 0.05
6.3197 	EXP 	text: height = 0.05
