mouse.started,text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
0.00015169999824138358,5.955394500000693,[],[],[],[],[],[],531223,001,2023-03-24_18h26.48.945,untitled,2022.2.5,239.63862494980216,
