button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
4.891111299999466,4.891111299999466,4.891111299999466,0.0007917000039014965,4.891111299999466,,,,,,,
