button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
5.296483300000546,5.296483300000546,5.296483300000546,0.0007879999975557439,5.296483300000546,,,,,,,
