button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
4.9064814999946975,4.9064814999946975,4.9064814999946975,0.0007875000010244548,4.9064814999946975,,,,,,,
