button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
5.016415700003563,5.016415700003563,5.016415700003563,0.0007830999966245145,5.016415700003563,,,,,,,
