button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
4.810889200001839,4.810889200001839,4.810889200001839,0.001352500003122259,4.810889200001839,,,,,,,
