button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
5.204447000003711,5.204447000003711,5.204447000003711,0.0007676000022911467,5.204447000003711,,,,,,,
