button_1.started,button_2.started,button_3.started,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.246282100000826,5.246282100000826,5.246282100000826,0.0007799000013619661,1.0018978000007337,,,,,,,
