3.2218 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
3.5222 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D4E48EE520>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D4E48EE4C0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D4E48EE1F0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D4E682A7F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.5223 	EXP 	window1: mouseVisible = True
3.5223 	EXP 	window1: backgroundImage = ''
3.5223 	EXP 	window1: backgroundFit = 'none'
3.5223 	EXP 	window1: mouseVisible = False
3.5223 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.5224 	EXP 	window1: recordFrameIntervals = False
3.5643 	EXP 	window1: recordFrameIntervals = True
3.6103 	EXP 	Screen (0) actual frame rate measured at 239.44Hz
3.6103 	EXP 	window1: recordFrameIntervals = False
4.8781 	EXP 	window1: mouseVisible = True
4.8885 	EXP 	window1: mouseVisible = True
4.8991 	EXP 	window1: mouseVisible = True
4.8991 	EXP 	window1: mouseVisible = True
4.9517 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
4.9591 	EXP 	text: autoDraw = True
5.4316 	DATA 	Mouse: Left button down, pos=(834,625)
5.4594 	EXP 	text: height = 0.05
5.4594 	EXP 	text: height = 0.05
5.4594 	EXP 	text: height = 0.05
5.4594 	EXP 	text: text = <psychopy.event.Mouse object at 0x000001D4E86836A0>
5.4680 	EXP 	text: height = 0.05
5.4680 	EXP 	text: height = 0.05
5.4680 	EXP 	text: height = 0.05
5.4680 	EXP 	text: text = <psychopy.event.Mouse object at 0x000001D4E86836A0>
5.4797 	EXP 	text: height = 0.05
5.4797 	EXP 	text: height = 0.05
5.4797 	EXP 	text: height = 0.05
5.4797 	EXP 	text: text = <psychopy.event.Mouse object at 0x000001D4E86836A0>
5.4883 	EXP 	text: height = 0.05
5.4883 	EXP 	text: height = 0.05
5.4883 	EXP 	text: height = 0.05
5.4883 	EXP 	text: text = <psychopy.event.Mouse object at 0x000001D4E86836A0>
5.4997 	EXP 	text: height = 0.05
5.4997 	EXP 	text: height = 0.05
5.4997 	EXP 	text: height = 0.05
5.4997 	EXP 	text: text = <psychopy.event.Mouse object at 0x000001D4E86836A0>
5.5081 	EXP 	text: height = 0.05
5.5081 	EXP 	text: height = 0.05
5.5081 	EXP 	text: height = 0.05
5.5081 	EXP 	text: text = <psychopy.event.Mouse object at 0x000001D4E86836A0>
5.5192 	EXP 	text: height = 0.05
5.5192 	EXP 	text: height = 0.05
5.5192 	EXP 	text: height = 0.05
5.5192 	EXP 	text: text = <psychopy.event.Mouse object at 0x000001D4E86836A0>
5.5278 	EXP 	text: height = 0.05
5.5278 	EXP 	text: height = 0.05
5.5278 	EXP 	text: height = 0.05
5.5278 	EXP 	text: text = <psychopy.event.Mouse object at 0x000001D4E86836A0>
5.5393 	EXP 	text: height = 0.05
5.5393 	EXP 	text: height = 0.05
5.5393 	EXP 	text: height = 0.05
5.5393 	EXP 	text: text = <psychopy.event.Mouse object at 0x000001D4E86836A0>
5.5477 	EXP 	text: height = 0.05
5.5477 	EXP 	text: height = 0.05
