button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
5.427333100000396,5.427333100000396,5.427333100000396,0.0008209000006900169,5.427333100000396,,,,,,,
