button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
4.959128499998769,4.959128499998769,4.959128499998769,0.0007878000033088028,4.959128499998769,,,,,,,
