button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
5.121538400002464,5.121538400002464,5.121538400002464,0.000778499997977633,5.121538400002464,,,,,,,
