button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
4.823520199999621,4.823520199999621,4.823520199999621,0.0007676999957766384,4.823520199999621,,,,,,,
