3.3993 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
3.7113 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002101A2C2160>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002101A2C2100>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002101A2B5E80>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002101C1D8490>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.7113 	EXP 	window1: mouseVisible = True
3.7114 	EXP 	window1: backgroundImage = ''
3.7114 	EXP 	window1: backgroundFit = 'none'
3.7114 	EXP 	window1: mouseVisible = False
3.7114 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.7114 	EXP 	window1: recordFrameIntervals = False
3.7528 	EXP 	window1: recordFrameIntervals = True
3.7987 	EXP 	Screen (0) actual frame rate measured at 239.71Hz
3.7987 	EXP 	window1: recordFrameIntervals = False
5.0658 	EXP 	window1: mouseVisible = True
5.0764 	EXP 	window1: mouseVisible = True
5.0868 	EXP 	window1: mouseVisible = True
5.0870 	EXP 	window1: mouseVisible = True
5.1900 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
5.2044 	EXP 	text: height = 0.05
5.2044 	EXP 	text: height = 0.05
5.2044 	EXP 	text: height = 0.05
5.2044 	EXP 	text: text = [0, 0, 0]
5.2044 	EXP 	text: autoDraw = True
5.2144 	EXP 	text: height = 0.05
5.2144 	EXP 	text: height = 0.05
5.2144 	EXP 	text: height = 0.05
5.2144 	EXP 	text: text = [0, 0, 0]
5.2215 	EXP 	text: height = 0.05
5.2215 	EXP 	text: height = 0.05
5.2215 	EXP 	text: height = 0.05
5.2215 	EXP 	text: text = [0, 0, 0]
5.2313 	EXP 	text: height = 0.05
5.2313 	EXP 	text: height = 0.05
5.2313 	EXP 	text: height = 0.05
5.2313 	EXP 	text: text = [0, 0, 0]
5.2383 	EXP 	text: height = 0.05
5.2383 	EXP 	text: height = 0.05
5.2383 	EXP 	text: height = 0.05
5.2383 	EXP 	text: text = [0, 0, 0]
5.2465 	EXP 	text: height = 0.05
5.2465 	EXP 	text: height = 0.05
5.2465 	EXP 	text: height = 0.05
5.2465 	EXP 	text: text = [0, 0, 0]
5.2536 	EXP 	text: height = 0.05
5.2536 	EXP 	text: height = 0.05
5.2536 	EXP 	text: height = 0.05
5.2536 	EXP 	text: text = [0, 0, 0]
5.2614 	EXP 	text: height = 0.05
5.2614 	EXP 	text: height = 0.05
5.2614 	EXP 	text: height = 0.05
5.2614 	EXP 	text: text = [0, 0, 0]
5.2688 	EXP 	text: height = 0.05
5.2688 	EXP 	text: height = 0.05
5.2688 	EXP 	text: height = 0.05
5.2688 	EXP 	text: text = [0, 0, 0]
5.2764 	EXP 	text: height = 0.05
5.2764 	EXP 	text: height = 0.05
5.2764 	EXP 	text: height = 0.05
5.2764 	EXP 	text: text = [0, 0, 0]
5.2834 	EXP 	text: height = 0.05
5.2834 	EXP 	text: height = 0.05
5.2834 	EXP 	text: height = 0.05
5.2834 	EXP 	text: text = [0, 0, 0]
5.2904 	EXP 	text: height = 0.05
5.2904 	EXP 	text: height = 0.05
5.2904 	EXP 	text: height = 0.05
5.2904 	EXP 	text: text = [0, 0, 0]
5.2972 	EXP 	text: height = 0.05
5.2972 	EXP 	text: height = 0.05
5.2972 	EXP 	text: height = 0.05
5.2972 	EXP 	text: text = [0, 0, 0]
5.3039 	EXP 	text: height = 0.05
5.3039 	EXP 	text: height = 0.05
5.3039 	EXP 	text: height = 0.05
5.3039 	EXP 	text: text = [0, 0, 0]
5.3122 	EXP 	text: height = 0.05
5.3122 	EXP 	text: height = 0.05
5.3122 	EXP 	text: height = 0.05
5.3122 	EXP 	text: text = [0, 0, 0]
5.3194 	EXP 	text: height = 0.05
5.3194 	EXP 	text: height = 0.05
5.3194 	EXP 	text: height = 0.05
5.3194 	EXP 	text: text = [0, 0, 0]
5.3271 	EXP 	text: height = 0.05
5.3271 	EXP 	text: height = 0.05
5.3271 	EXP 	text: height = 0.05
5.3271 	EXP 	text: text = [0, 0, 0]
5.3339 	EXP 	text: height = 0.05
5.3339 	EXP 	text: height = 0.05
5.3339 	EXP 	text: height = 0.05
5.3339 	EXP 	text: text = [0, 0, 0]
5.3404 	EXP 	text: height = 0.05
5.3404 	EXP 	text: height = 0.05
5.3404 	EXP 	text: height = 0.05
5.3404 	EXP 	text: text = [0, 0, 0]
5.3472 	EXP 	text: height = 0.05
5.3472 	EXP 	text: height = 0.05
5.3472 	EXP 	text: height = 0.05
5.3472 	EXP 	text: text = [0, 0, 0]
5.3537 	EXP 	text: height = 0.05
5.3537 	EXP 	text: height = 0.05
5.3537 	EXP 	text: height = 0.05
5.3537 	EXP 	text: text = [0, 0, 0]
5.3607 	EXP 	text: height = 0.05
5.3607 	EXP 	text: height = 0.05
5.3607 	EXP 	text: height = 0.05
5.3607 	EXP 	text: text = [0, 0, 0]
5.3673 	EXP 	text: height = 0.05
5.3673 	EXP 	text: height = 0.05
5.3673 	EXP 	text: height = 0.05
5.3673 	EXP 	text: text = [0, 0, 0]
5.3740 	EXP 	text: height = 0.05
5.3740 	EXP 	text: height = 0.05
5.3740 	EXP 	text: height = 0.05
5.3740 	EXP 	text: text = [0, 0, 0]
5.3803 	EXP 	text: height = 0.05
5.3803 	EXP 	text: height = 0.05
5.3803 	EXP 	text: height = 0.05
5.3803 	EXP 	text: text = [0, 0, 0]
5.3868 	EXP 	text: height = 0.05
5.3868 	EXP 	text: height = 0.05
5.3868 	EXP 	text: height = 0.05
5.3868 	EXP 	text: text = [0, 0, 0]
5.3933 	EXP 	text: height = 0.05
5.3933 	EXP 	text: height = 0.05
5.3933 	EXP 	text: height = 0.05
5.3933 	EXP 	text: text = [0, 0, 0]
5.3997 	EXP 	text: height = 0.05
5.3997 	EXP 	text: height = 0.05
5.3997 	EXP 	text: height = 0.05
5.3997 	EXP 	text: text = [0, 0, 0]
5.4070 	EXP 	text: height = 0.05
5.4070 	EXP 	text: height = 0.05
5.4070 	EXP 	text: height = 0.05
5.4070 	EXP 	text: text = [0, 0, 0]
5.4137 	EXP 	text: height = 0.05
5.4137 	EXP 	text: height = 0.05
5.4137 	EXP 	text: height = 0.05
5.4137 	EXP 	text: text = [0, 0, 0]
5.4204 	EXP 	text: height = 0.05
5.4204 	EXP 	text: height = 0.05
5.4204 	EXP 	text: height = 0.05
5.4204 	EXP 	text: text = [0, 0, 0]
5.4272 	EXP 	text: height = 0.05
5.4272 	EXP 	text: height = 0.05
5.4272 	EXP 	text: height = 0.05
5.4272 	EXP 	text: text = [0, 0, 0]
5.4339 	EXP 	text: height = 0.05
5.4339 	EXP 	text: height = 0.05
5.4339 	EXP 	text: height = 0.05
5.4339 	EXP 	text: text = [0, 0, 0]
5.4410 	EXP 	text: height = 0.05
5.4410 	EXP 	text: height = 0.05
5.4410 	EXP 	text: height = 0.05
5.4410 	EXP 	text: text = [0, 0, 0]
5.4483 	EXP 	text: height = 0.05
5.4483 	EXP 	text: height = 0.05
5.4483 	EXP 	text: height = 0.05
5.4483 	EXP 	text: text = [0, 0, 0]
5.4550 	EXP 	text: height = 0.05
5.4550 	EXP 	text: height = 0.05
5.4550 	EXP 	text: height = 0.05
5.4550 	EXP 	text: text = [0, 0, 0]
5.4616 	EXP 	text: height = 0.05
5.4616 	EXP 	text: height = 0.05
5.4616 	EXP 	text: height = 0.05
5.4616 	EXP 	text: text = [0, 0, 0]
5.4691 	EXP 	text: height = 0.05
5.4691 	EXP 	text: height = 0.05
5.4691 	EXP 	text: height = 0.05
5.4691 	EXP 	text: text = [0, 0, 0]
5.4760 	EXP 	text: height = 0.05
5.4760 	EXP 	text: height = 0.05
5.4760 	EXP 	text: height = 0.05
5.4760 	EXP 	text: text = [0, 0, 0]
5.4825 	EXP 	text: height = 0.05
5.4825 	EXP 	text: height = 0.05
5.4825 	EXP 	text: height = 0.05
5.4825 	EXP 	text: text = [0, 0, 0]
5.4895 	EXP 	text: height = 0.05
5.4895 	EXP 	text: height = 0.05
5.4895 	EXP 	text: height = 0.05
5.4895 	EXP 	text: text = [0, 0, 0]
5.4960 	EXP 	text: height = 0.05
5.4960 	EXP 	text: height = 0.05
5.4960 	EXP 	text: height = 0.05
5.4960 	EXP 	text: text = [0, 0, 0]
5.5026 	EXP 	text: height = 0.05
5.5026 	EXP 	text: height = 0.05
5.5026 	EXP 	text: height = 0.05
5.5026 	EXP 	text: text = [0, 0, 0]
5.5091 	EXP 	text: height = 0.05
5.5091 	EXP 	text: height = 0.05
5.5091 	EXP 	text: height = 0.05
5.5091 	EXP 	text: text = [0, 0, 0]
5.5158 	EXP 	text: height = 0.05
5.5158 	EXP 	text: height = 0.05
5.5158 	EXP 	text: height = 0.05
5.5158 	EXP 	text: text = [0, 0, 0]
5.5224 	EXP 	text: height = 0.05
5.5224 	EXP 	text: height = 0.05
5.5224 	EXP 	text: height = 0.05
5.5224 	EXP 	text: text = [0, 0, 0]
5.5289 	EXP 	text: height = 0.05
5.5289 	EXP 	text: height = 0.05
5.5289 	EXP 	text: height = 0.05
5.5289 	EXP 	text: text = [0, 0, 0]
5.5360 	EXP 	text: height = 0.05
5.5360 	EXP 	text: height = 0.05
5.5360 	EXP 	text: height = 0.05
5.5360 	EXP 	text: text = [0, 0, 0]
5.5424 	EXP 	text: height = 0.05
5.5424 	EXP 	text: height = 0.05
5.5424 	EXP 	text: height = 0.05
5.5424 	EXP 	text: text = [0, 0, 0]
5.5491 	EXP 	text: height = 0.05
5.5491 	EXP 	text: height = 0.05
5.5491 	EXP 	text: height = 0.05
5.5491 	EXP 	text: text = [0, 0, 0]
5.5561 	EXP 	text: height = 0.05
5.5561 	EXP 	text: height = 0.05
5.5561 	EXP 	text: height = 0.05
5.5561 	EXP 	text: text = [0, 0, 0]
5.5629 	EXP 	text: height = 0.05
5.5629 	EXP 	text: height = 0.05
5.5629 	EXP 	text: height = 0.05
5.5629 	EXP 	text: text = [0, 0, 0]
5.5696 	EXP 	text: height = 0.05
5.5696 	EXP 	text: height = 0.05
5.5696 	EXP 	text: height = 0.05
5.5696 	EXP 	text: text = [0, 0, 0]
5.5758 	EXP 	text: height = 0.05
5.5758 	EXP 	text: height = 0.05
5.5758 	EXP 	text: height = 0.05
5.5758 	EXP 	text: text = [0, 0, 0]
5.5823 	EXP 	text: height = 0.05
5.5823 	EXP 	text: height = 0.05
5.5823 	EXP 	text: height = 0.05
5.5823 	EXP 	text: text = [0, 0, 0]
5.5888 	EXP 	text: height = 0.05
5.5888 	EXP 	text: height = 0.05
5.5888 	EXP 	text: height = 0.05
5.5888 	EXP 	text: text = [0, 0, 0]
5.5964 	EXP 	text: height = 0.05
5.5964 	EXP 	text: height = 0.05
5.5964 	EXP 	text: height = 0.05
5.5964 	EXP 	text: text = [0, 0, 0]
5.6029 	EXP 	text: height = 0.05
5.6029 	EXP 	text: height = 0.05
5.6029 	EXP 	text: height = 0.05
5.6029 	EXP 	text: text = [0, 0, 0]
5.6095 	EXP 	text: height = 0.05
5.6095 	EXP 	text: height = 0.05
5.6095 	EXP 	text: height = 0.05
5.6095 	EXP 	text: text = [0, 0, 0]
5.6163 	EXP 	text: height = 0.05
5.6163 	EXP 	text: height = 0.05
5.6163 	EXP 	text: height = 0.05
5.6163 	EXP 	text: text = [0, 0, 0]
5.6231 	EXP 	text: height = 0.05
5.6231 	EXP 	text: height = 0.05
5.6231 	EXP 	text: height = 0.05
5.6231 	EXP 	text: text = [0, 0, 0]
5.6300 	EXP 	text: height = 0.05
5.6300 	EXP 	text: height = 0.05
5.6300 	EXP 	text: height = 0.05
5.6300 	EXP 	text: text = [0, 0, 0]
5.6368 	EXP 	text: height = 0.05
5.6368 	EXP 	text: height = 0.05
5.6368 	EXP 	text: height = 0.05
5.6368 	EXP 	text: text = [0, 0, 0]
5.6441 	EXP 	text: height = 0.05
5.6441 	EXP 	text: height = 0.05
5.6441 	EXP 	text: height = 0.05
5.6441 	EXP 	text: text = [0, 0, 0]
5.6512 	EXP 	text: height = 0.05
5.6512 	EXP 	text: height = 0.05
5.6512 	EXP 	text: height = 0.05
5.6512 	EXP 	text: text = [0, 0, 0]
5.6583 	EXP 	text: height = 0.05
5.6583 	EXP 	text: height = 0.05
5.6583 	EXP 	text: height = 0.05
5.6583 	EXP 	text: text = [0, 0, 0]
5.6650 	EXP 	text: height = 0.05
5.6650 	EXP 	text: height = 0.05
5.6650 	EXP 	text: height = 0.05
5.6650 	EXP 	text: text = [0, 0, 0]
5.6727 	EXP 	text: height = 0.05
5.6727 	EXP 	text: height = 0.05
5.6727 	EXP 	text: height = 0.05
5.6727 	EXP 	text: text = [0, 0, 0]
5.6796 	EXP 	text: height = 0.05
5.6796 	EXP 	text: height = 0.05
5.6796 	EXP 	text: height = 0.05
5.6796 	EXP 	text: text = [0, 0, 0]
5.6862 	EXP 	text: height = 0.05
5.6862 	EXP 	text: height = 0.05
5.6862 	EXP 	text: height = 0.05
5.6862 	EXP 	text: text = [0, 0, 0]
5.6931 	EXP 	text: height = 0.05
5.6931 	EXP 	text: height = 0.05
5.6931 	EXP 	text: height = 0.05
5.6931 	EXP 	text: text = [0, 0, 0]
5.7005 	EXP 	text: height = 0.05
5.7005 	EXP 	text: height = 0.05
5.7005 	EXP 	text: height = 0.05
5.7005 	EXP 	text: text = [0, 0, 0]
5.7078 	EXP 	text: height = 0.05
5.7078 	EXP 	text: height = 0.05
5.7078 	EXP 	text: height = 0.05
5.7078 	EXP 	text: text = [0, 0, 0]
5.7155 	EXP 	text: height = 0.05
5.7155 	EXP 	text: height = 0.05
5.7155 	EXP 	text: height = 0.05
5.7155 	EXP 	text: text = [0, 0, 0]
5.7225 	EXP 	text: height = 0.05
5.7225 	EXP 	text: height = 0.05
5.7225 	EXP 	text: height = 0.05
5.7225 	EXP 	text: text = [0, 0, 0]
5.7296 	EXP 	text: height = 0.05
5.7296 	EXP 	text: height = 0.05
5.7296 	EXP 	text: height = 0.05
5.7296 	EXP 	text: text = [0, 0, 0]
5.7370 	EXP 	text: height = 0.05
5.7370 	EXP 	text: height = 0.05
5.7370 	EXP 	text: height = 0.05
5.7370 	EXP 	text: text = [0, 0, 0]
5.7442 	EXP 	text: height = 0.05
5.7442 	EXP 	text: height = 0.05
5.7442 	EXP 	text: height = 0.05
5.7442 	EXP 	text: text = [0, 0, 0]
5.7509 	EXP 	text: height = 0.05
5.7509 	EXP 	text: height = 0.05
5.7509 	EXP 	text: height = 0.05
5.7509 	EXP 	text: text = [0, 0, 0]
5.7581 	EXP 	text: height = 0.05
5.7581 	EXP 	text: height = 0.05
5.7581 	EXP 	text: height = 0.05
5.7581 	EXP 	text: text = [0, 0, 0]
5.7649 	EXP 	text: height = 0.05
5.7649 	EXP 	text: height = 0.05
