button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
4.758365999994567,4.758365999994567,4.758365999994567,0.0007725999967078678,4.758365999994567,,,,,,,
