button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
4.927983299996413,4.927983299996413,4.927983299996413,0.0007885000013629906,4.927983299996413,,,,,,,
