button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
5.04999780000071,5.04999780000071,5.04999780000071,0.0008189000000129454,5.04999780000071,,,,,,,
