3.5566 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
3.8606 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002157F5FE700>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002157F5FE6A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002157F5FE3D0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002150179CA30>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.8607 	EXP 	window1: mouseVisible = True
3.8607 	EXP 	window1: backgroundImage = ''
3.8607 	EXP 	window1: backgroundFit = 'none'
3.8607 	EXP 	window1: mouseVisible = False
3.8607 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.8607 	EXP 	window1: recordFrameIntervals = False
3.9020 	EXP 	window1: recordFrameIntervals = True
3.9482 	EXP 	Screen (0) actual frame rate measured at 238.49Hz
3.9482 	EXP 	window1: recordFrameIntervals = False
5.2148 	EXP 	window1: mouseVisible = True
5.2249 	EXP 	window1: mouseVisible = True
5.2353 	EXP 	window1: mouseVisible = True
5.2353 	EXP 	window1: mouseVisible = True
5.2858 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
5.2965 	EXP 	text: autoDraw = True
5.8245 	DATA 	Mouse: Left button down, pos=(866,584)
5.8376 	EXP 	text: height = 0.05
5.8376 	EXP 	text: height = 0.05
5.8376 	EXP 	text: height = 0.05
5.8376 	EXP 	text: text = 1
5.8376 	EXP 	text: height = 0.05
5.8376 	EXP 	text: height = 0.05
5.8376 	EXP 	text: height = 0.05
5.8376 	EXP 	text: text = 0
5.8376 	EXP 	text: height = 0.05
5.8376 	EXP 	text: height = 0.05
5.8376 	EXP 	text: height = 0.05
5.8376 	EXP 	text: text = 0
5.8459 	EXP 	text: height = 0.05
5.8459 	EXP 	text: height = 0.05
5.8459 	EXP 	text: height = 0.05
5.8459 	EXP 	text: text = 1
5.8459 	EXP 	text: height = 0.05
5.8459 	EXP 	text: height = 0.05
5.8459 	EXP 	text: height = 0.05
5.8459 	EXP 	text: text = 0
5.8459 	EXP 	text: height = 0.05
5.8459 	EXP 	text: height = 0.05
5.8459 	EXP 	text: height = 0.05
5.8459 	EXP 	text: text = 0
5.8538 	EXP 	text: height = 0.05
5.8538 	EXP 	text: height = 0.05
5.8538 	EXP 	text: height = 0.05
5.8538 	EXP 	text: text = 1
5.8538 	EXP 	text: height = 0.05
5.8538 	EXP 	text: height = 0.05
5.8538 	EXP 	text: height = 0.05
5.8538 	EXP 	text: text = 0
5.8538 	EXP 	text: height = 0.05
5.8538 	EXP 	text: height = 0.05
5.8538 	EXP 	text: height = 0.05
5.8538 	EXP 	text: text = 0
5.8637 	EXP 	text: height = 0.05
5.8637 	EXP 	text: height = 0.05
5.8637 	EXP 	text: height = 0.05
5.8637 	EXP 	text: text = 1
5.8637 	EXP 	text: height = 0.05
5.8637 	EXP 	text: height = 0.05
5.8637 	EXP 	text: height = 0.05
5.8637 	EXP 	text: text = 0
5.8637 	EXP 	text: height = 0.05
5.8637 	EXP 	text: height = 0.05
5.8637 	EXP 	text: height = 0.05
5.8637 	EXP 	text: text = 0
5.8719 	EXP 	text: height = 0.05
5.8719 	EXP 	text: height = 0.05
5.8719 	EXP 	text: height = 0.05
5.8719 	EXP 	text: text = 1
5.8719 	EXP 	text: height = 0.05
5.8719 	EXP 	text: height = 0.05
5.8719 	EXP 	text: height = 0.05
5.8719 	EXP 	text: text = 0
5.8719 	EXP 	text: height = 0.05
5.8719 	EXP 	text: height = 0.05
5.8719 	EXP 	text: height = 0.05
5.8719 	EXP 	text: text = 0
5.8808 	EXP 	text: height = 0.05
5.8808 	EXP 	text: height = 0.05
5.8808 	EXP 	text: height = 0.05
5.8808 	EXP 	text: text = 1
5.8808 	EXP 	text: height = 0.05
5.8808 	EXP 	text: height = 0.05
5.8808 	EXP 	text: height = 0.05
5.8808 	EXP 	text: text = 0
5.8808 	EXP 	text: height = 0.05
5.8808 	EXP 	text: height = 0.05
5.8808 	EXP 	text: height = 0.05
5.8808 	EXP 	text: text = 0
5.8890 	EXP 	text: height = 0.05
5.8890 	EXP 	text: height = 0.05
5.8890 	EXP 	text: height = 0.05
5.8890 	EXP 	text: text = 1
5.8890 	EXP 	text: height = 0.05
5.8890 	EXP 	text: height = 0.05
5.8890 	EXP 	text: height = 0.05
5.8890 	EXP 	text: text = 0
5.8890 	EXP 	text: height = 0.05
5.8890 	EXP 	text: height = 0.05
5.8890 	EXP 	text: height = 0.05
5.8890 	EXP 	text: text = 0
5.8979 	EXP 	text: height = 0.05
5.8979 	EXP 	text: height = 0.05
5.8979 	EXP 	text: height = 0.05
5.8979 	EXP 	text: text = 1
5.8979 	EXP 	text: height = 0.05
5.8979 	EXP 	text: height = 0.05
5.8979 	EXP 	text: height = 0.05
5.8979 	EXP 	text: text = 0
5.8979 	EXP 	text: height = 0.05
5.8979 	EXP 	text: height = 0.05
5.8979 	EXP 	text: height = 0.05
5.8979 	EXP 	text: text = 0
5.9062 	EXP 	text: height = 0.05
5.9062 	EXP 	text: height = 0.05
5.9062 	EXP 	text: height = 0.05
5.9062 	EXP 	text: text = 1
5.9062 	EXP 	text: height = 0.05
5.9062 	EXP 	text: height = 0.05
5.9062 	EXP 	text: height = 0.05
5.9062 	EXP 	text: text = 0
5.9062 	EXP 	text: height = 0.05
5.9062 	EXP 	text: height = 0.05
