button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
5.239986100001261,5.239986100001261,5.239986100001261,0.0007761000015307218,5.239986100001261,,,,,,,
