button_1.started,button_2.started,button_3.started,mouse.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
4.9492408000005526,4.9492408000005526,4.9492408000005526,0.000778000001446344,4.9492408000005526,,,,,,,
