slider.started,text.started,key_resp.started,slider.response,slider.rt,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
5.277509800000189,5.277509800000189,5.277509800000189,3.314814814814815,0.9296381000003748,space,1.2101742999993803,053764,001,2023-03-06_15h55.54.032,prevent-empty-rating,2023.1.0,239.24189029761075,
