3.3865 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
3.6750 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000184456B2130>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000184456B20D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000184456A1DF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000184475C6400>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.6750 	EXP 	window1: mouseVisible = True
3.6751 	EXP 	window1: backgroundImage = ''
3.6751 	EXP 	window1: backgroundFit = 'none'
3.6751 	EXP 	window1: mouseVisible = False
3.6751 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.6751 	EXP 	window1: recordFrameIntervals = False
3.7164 	EXP 	window1: recordFrameIntervals = True
3.7624 	EXP 	Screen (0) actual frame rate measured at 239.75Hz
3.7624 	EXP 	window1: recordFrameIntervals = False
4.9875 	EXP 	window1: mouseVisible = True
5.0088 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
5.0658 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
5.0838 	EXP 	slider: autoLog = True
5.0838 	EXP 	slider: markerPos = None
5.0838 	EXP 	slider: styleTweaks = []
5.0838 	EXP 	slider: styleTweaks = []
5.0838 	EXP 	slider: styleTweaks = []
5.0838 	EXP 	slider: styleTweaks = []
5.0838 	EXP 	slider: contrast = 1.0
5.0838 	EXP 	slider: autoLog = True
5.0838 	EXP 	slider: markerPos = None
5.0838 	EXP 	slider: markerPos = None
5.0838 	EXP 	slider: autoDraw = True
5.0838 	EXP 	text: height = 0.05
5.0838 	EXP 	text: height = 0.05
5.0838 	EXP 	text: height = 0.05
5.0838 	EXP 	text: text = [[]]
5.0838 	EXP 	text: autoDraw = True
5.0920 	EXP 	text: height = 0.05
5.0920 	EXP 	text: height = 0.05
5.0920 	EXP 	text: height = 0.05
5.0920 	EXP 	text: text = [[], []]
5.0961 	EXP 	text: height = 0.05
5.0961 	EXP 	text: height = 0.05
5.0961 	EXP 	text: height = 0.05
5.0961 	EXP 	text: text = [[], [], []]
5.1029 	EXP 	text: height = 0.05
5.1029 	EXP 	text: height = 0.05
5.1029 	EXP 	text: height = 0.05
5.1029 	EXP 	text: text = [[], [], [], []]
5.1072 	EXP 	text: height = 0.05
5.1072 	EXP 	text: height = 0.05
5.1072 	EXP 	text: height = 0.05
5.1072 	EXP 	text: text = [[], [], [], [], []]
5.1142 	EXP 	text: height = 0.05
5.1142 	EXP 	text: height = 0.05
5.1142 	EXP 	text: height = 0.05
5.1142 	EXP 	text: text = [[], [], [], [], [], []]
5.1183 	EXP 	text: height = 0.05
5.1183 	EXP 	text: height = 0.05
5.1183 	EXP 	text: height = 0.05
5.1183 	EXP 	text: text = [[], [], [], [], [], [], []]
5.1253 	EXP 	text: height = 0.05
